,issuekey,title,description,storypoint
13,CLOV-953,Occasionally clover is getting broken on the Hudson ,occasionally clover getting broken clover time time following console output without next build fine licensed apache standard license home set base directory pub warning cannot resolved clover due error null resolved running script groovy environment set test clover true clover license path pub clover license could load resource could found error script problem create task type clover cause name undefined action check spelling action check custom declared action check taken place problem create task type clover cause name undefined action check spelling action check custom declared action check taken place apache ant apache ant apache ant groovy groovy call run run call unknown source run call unknown source run run call unknown source run groovy run call unknown source gant gant gant groovy gant gant gant groovy error script problem create task type clover cause name undefined action check spelling action check custom declared action check taken place,3
14,CLOV-964,<testsources> does not work with Ant groovyc task,work ant task since work ant clover integrate io clover io io sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method io io clover clover ant groovy clover ant groovy clover ant groovy apache ant project project,1
15,CLOV-977,"Clover's embedding of GSON brings in ""assembly-descriptor.xml"" into clover.jar which causes problems for ejbdoclet, others",clover assembly clover jar see support case support browse forum post thread solution simply exclude file building clover jar,1
16,CLOV-987,Cannot select contexts in IDEA 10.0.2,cannot select idea select either filter button coverage panel go via project either way get clover setting select tab check check catch property become checked apply button remains disabled main issue add new custom context apply button click apply check reset back un set state custom context remains,1
17,CLOV-991,Ternary clauses never executed still get coverage,ternary never executed still get coverage know following example work ternary statement test public void true public static void bool string value bool true false system value mark entire ternary statement covered false branch fact never triggered since clover primarily coverage tool marked issue major,2
18,CLOV-1007,clover2:check fails with negative coverage if no class to instrument,check negative coverage class instrument either class found instrumentation clover negative coverage mind correct strictly speaking class tested coverage relevant coverage value guess check,1
19,CLOV-1011,Coverage data not showing up in Intellij,coverage data showing got dev build worked since neither latest public rev dev dev version work view like code run test coverage information displayed explicitly update clover nothing test view never ran test,1
20,CLOV-1015,Test Optimization says 0 tests should run but all tests are run anyway,test optimization run run anyway recently use version run say run run anyway upshot test taking hour versus correctly away section log file problem shell clover optimize headless true meter silent test failure ignore true test false clover clover license version version install aggregate clover note mode already local repository inaccessible scanning warning profile id personal warning profile id building task segment install setup execution clover clover instrumentation done source main matching found clover instrumentation done source test matching found warning squid configuration jar snapshot built even though clovered version older could fail build please consider running clover dependency project execution default warning platform actually copy e build platform dependent resource compiler compile execution default compile nothing compile class date execution default warning platform actually copy e build platform dependent compiler execution default nothing compile class date optimize execution clover directory target clover test test test test abstract clover saved around test run full test run clover included test class run total test class test execution default test report directory target e running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec running broad run time sec run snapshot execution clover span span saving snapshot clover squid clover snapshot clover version built may build loaded repository clover clover clover jar clover academic license registered broad institute snapshot clover squid clover snapshot clover target clover clover,5
21,CLOV-1018,"Can't Use ""Google App Engine"" Run Configuration in IDEA 10.5 when Clover Plug-in is Installed",use engine run configuration idea clover plug trying start run configuration idea compilation web artifact built process simply start uninstalled plug process correctly also create plain application run configuration start process instead also issue module via pom sure linked definitely problem run main class run external library rather part project code base checked idea thrown plain application run configuration following main class development root agent agent jar program working directory,2
22,CLOV-1025,"Log the actual percentage coverage instead of ""Coverage check PASSED"".",log actual percentage coverage instead coverage check clover minimum percentage coverage actual percentage coverage check please add logging order help u know safe bump threshold higher,1
23,CLOV-1056,IDEA 11 error turning OFF Clover coverage,idea error turning clover coverage error event absolute button clover net swing zoom clover net swing zoom execute clover net swing zoom clover net swing component component swing component component container container component component container container component component container container container container container window window component component access run run security native method security security run run security native method security ide e ide ide b ide run,2
24,CLOV-1062,Clover-for-Groovy failed to instrument Groovy sources having methods overridden by metaClass ,clover groovy instrument groovy able get clover report even groovy class successfully however try override method via groovy clover simply added following return clover gave following error exception thread main bug exception phase instruction selection source unit test groovy clover groovy instrument groovy source test groovy attached full,13
25,CLOV-1077,Missing icons on TreeView and Cloud Report tabs,missing cloud report idea tree view cloud report missing see attached,2
26,CLOV-1082,Write up on CAC how to get Clover working with Maven and integration tests,write get clover working integration particular set test runner distributed coverage set override setting context listener start need registered web clover back test runner proceed,1
27,CLOV-1087,Prepare tutorial how to configure distributed coverage for web applications,prepare tutorial configure distributed coverage web extend following page confluence display clover working distributed add prepare step step tutorial set compile deploy set container order test web considered complete list fact distributed coverage use default default must set order blocking unit need context listener avoid circular dependency unit waiting business code connect business code connect first request triggered unit,1
28,CLOV-1090,Consistent statistics reporting in IDE and HTML reports for subpackages,consistent statistic ide see package summary sub problem ide eclipse coverage view see statistic given package summary package flatten see statistic package without see report see coverage whole project click certain package see statistic class given package see behaviour click coverage link top left frame report functionality shall e open right main frame list statistic panel top right corner show whole project package list open package frame top right corner package click coverage aggregate link top left frame open right frame list package statistic panel whole project user package list open different package frame top right corner package panel option shall label like statistic package without package name option like statistic package package name panel link show show without easy switch see update new report clover package level page could look way package toggle button would similar project level page project,3
29,CLOV-1092,Finish About+Clover-for-Grails page,finish clover page complete content confluence display clover clover make visible expand confluence display clover coverage legend retake context e bigger image provide explanation expand confluence display clover source cross add image mouse pointer e within code try avoid getting image unrelated point add advanced configuration,1
30,CLOV-1097,Guide users through Eclipse setup,guide eclipse setup current clover eclipse documentation hard follow first enable clover briefly pop anything interesting yet go great detail view would helpful instead walk user enable clover project go straight configuration need explain something show would also helpful describe project laid need test class eclipse project source code example,2
31,CLOV-1100,"Drop support for Eclipse 3.4, 3.5 and RAD 7.5",drop support eclipse rad drop support eclipse x rad practically unused background according latest eclipse community survey eclipse community survey result version used used rational application developer based eclipse available since since nearly two e expect lot time upgrade latest rad previous version rad based eclipse update confluence display clover page update clover eclipse build manifest,1
32,CLOV-1105,license information inconsistent in IDEA,license information inconsistent idea see,1
33,CLOV-1106,"bad alignment of ""About"" box in IDEA",bad alignment box idea see,1
34,CLOV-1108,Eclipse does not exclude filtered-out methods from statistics,eclipse exclude statistic define certain eclipse marked executed hit count instead taken consideration hit count interesting report eclipse use correctly metric eclipse metric see attached,1
35,CLOV-1109,Unit test failure during Clover2 custom lifecycle do not fail builds,unit test failure custom fail custom unit run build fail test file configuration property false especially problematic unit fail build rather unstable please remove configuration replace mechanism set pom file question main meta see related discussion clover ignore test failure ignore false,2
36,CLOV-1111,Prepare tutorial how to instrument RCP application under Eclipse,prepare tutorial instrument application eclipse prepare manual confluence instrument run application eclipse ide covered run clover run various run configuration clover dependency via manually code product product running product separately running ide prepare also code example showing use clover application open issue distribute clover eclipse prepare sample aside attach zip manual confluence implement wizard file new example clover example generate sample preferred solution work effort,1
37,CLOV-1112,Reading clover database across platforms does not resolve path correctly for FileInfo,reading clover across resolve path correctly clover every source file one absolute path given file written current platform file separator file name however read file name current platform file separator consequence report cannot resolve file name properly whole path single path segment resulting like path report generation path build file consequence report generation create file source code coverage,1
38,CLOV-1129,Prepare manual how to set-up cross-platform testing,prepare manual set cross platform testing write set clover case someone test framework written example shell c c code wrap clover execute also optimize,1
39,CLOV-1131,Unicode CR/LF characters in javadoc causes Eclipse/IntelliJ editors get out of sync,eclipse get sync try following example code class void foo system code void goo system code void system end code eclipse editor every written character result left ruler subsequent coverage even worse get exception stack trace error event runnable clover idea content notifier null false sun wrong end document length start wrong end document length start editor editor editor editor editor clover idea content clover idea content process clover idea content clover idea content refresh clover idea content run event dispatch access run run security native method security ide f ide ide b ide run,2
40,CLOV-1132,Fix Clover-for-IDEA compatibility with IntelliJ IDEA 12,fix clover idea compatibility idea going quite soon make sure clover work properly idea meet august new idea build confluence net display release confluence net display idea,4
41,CLOV-1135,Coverage ruler does not read settings from Preferences,coverage ruler read left ruler showing code coverage always reading default color defined instead current ide window text note color text editor correctly see attached,1
42,CLOV-1136,Coverage ruler does not refresh correctly when all source code annotations are disabled,coverage ruler refresh correctly source code disabled left clover coverage ruler refresh correctly change coverage case clover related source code reproduce install clover enable moneybag project perform full rebuild open coverage red open window text clover annotation disable vertical ruler overview ruler text run test case right click run test result view executed coverage explorer view also correctly ruler still red scroll text editor ruler repaint editor see attached result ruler refresh automatically coverage data matter whether source annotation ruler draw color corresponding source code annotation disabled,2
43,CLOV-1137,Remove grover*.jar after build,remove jar build groover jar file io directory jar next dynamically added build dependency artifact must available till end build unfortunately nothing like post build cleanup phase would always executed end build need example create new clover goal like post build cleanup remove file alternatively find way add clover groovy class creation jar file would soon bug fixed corresponding update bamboo clover necessary see linked issue solution instead post build cleanup two new available clover setup ant setup instrument set true extract artifact used groovy code project target location jar file fixed name location instead generating temporary file name io,2
44,CLOV-1138,Create utility for upgrading third party libraries bundled in Clover,create utility third party clover clover ant upgrade ant script repackage clover jar install new version library shall extend script support replacement third party used clover script also available clover eclipse clover idea keep mind third party class compatible keep mind prefix clover order avoid name space gnu apache common apache apache apache velocity groovy apache ant,1
45,CLOV-1140,Make Clover-for-Android prototype publicly available,make clover android prototype publicly available take prototype prepared merge latest clover version make working eclipse publish manual use clover android page,5
46,CLOV-1141,Refresh Clover-for-Scala prototype,refresh clover scala prototype take scala prototype confluence display dev delivery clover scala change code use new clover service provider interface make working latest clover code base version x,13
47,CLOV-1142,Expose a Service Provider Interface for Clover for handling new languages,expose service provider interface clover handling new create service provider interface clover allow attach new source code code allow u create pluggable architecture new e g scala closure could rough idea new language attached meta provide like file clover shall pas file instrumentation source together clover configuration open instrumentation session extension calling session extension output file language could work also abstract syntax tree e g groovy scala may need different way new language attached meta move another issue,8
48,CLOV-1143,Remove obsolete pages from Clover 3.1 space,remove obsolete clover space hi may ask team delete following clover space obsolete available older clover unnecessarily current documentation confluence display clover idea confluence display clover idea confluence display clover idea confluence display clover idea confluence display clover idea confluence display clover idea confluence display clover idea confluence display clover idea confluence display clover idea confluence display clover idea confluence display clover idea confluence display clover idea confluence display clover idea confluence display clover idea confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover eclipse confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover ant confluence display clover confluence display clover confluence display clover confluence display clover confluence display clover confluence display clover confluence action confluence action confluence action confluence display clover clover confluence display clover clover confluence action confluence action confluence display clover clover eclipse user guide confluence display clover draft clover eclipse upgrade guide,1
49,CLOV-1144,Support *.groovy files in src/main/java folder for groovy-eclipse-plugin,support groovy main folder groovy eclipse problem clover instrumentation groovy case put main directory instead main groovy groovy eclipse used reproduce create project groovy eclipse put groovy file inside main run build error build failure total time finished mon final memory error execute goal setup default project test project clover instrument source c target clover directory help apache execute goal setup default project test project clover instrument source c target clover directory apache internal execute apache internal execute apache internal execute apache internal apache internal apache internal apache internal execute apache apache execute apache execute apache domain apache main sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method plexus launcher launcher launcher plexus launcher launcher launch launcher plexus launcher launcher launcher plexus launcher launcher main launcher apache clover instrument source c target clover directory clover internal instrumentation clover internal instrumentation instrument clover execute clover execute apache apache internal execute error error error information possible please read following error help apache confluence display error source usage clover reason compiler involved clover extension consequence wrong argument solution add check call case matching found add support main test groovy probably put groovy correct location e main groovy handled correctly clover background according groovy eclipse documentation recommend groovy inside folder nice set groovy groovy eclipse compiler,3
50,CLOV-1148,Implement integration with Maven Tycho Plugin,implement integration currently clover cannot handle build clover done hack intercept internal call compiler instrument fly,4
51,CLOV-1149,Make possible to see instrumented sources in Clover-for-Eclipse,make possible see clover eclipse clover eclipse clover instrumentation memory compilation consequence build error see original source cannot check whether problem clover example clover idea see temporary directory add option get eclipse,1
52,CLOV-1150,"Clover does not instrument groovy source files, (groovy-eclipse compiler) when located in src/main/groovy",clover instrument groovy source groovy eclipse compiler main groovy building groovy project trying get clover code coverage source main clover work fine however source groovy main groovy clover instrument instrument setup everything find saying clover support groovy eclipse compiler long groovy main groovy see ticket browse page system another support ticket found cover issue however cannot access link support browse partial output log included try come small test project help would,5
53,CLOV-1151,Clover fails to find coverage snapshot files when IBM JRE is used,clover find coverage snapshot used problem implementation oracle way object return negative value consequence file name suffix coverage snapshot test slice snapshot may composed also minus sign result file name match regular expression used searching coverage coverage read rename coverage snapshot file remove character,1
54,CLOV-1154,Inconsistent popup menu in different IDEA versions,inconsistent menu different idea idea showing exclude compile option working fine see suspicion idea somehow treat file source code thus option menu click jump source explorer window instead opening source file idea see also meta clover idea string compiler imp,2
55,CLOV-1155,Simple installer for Clover-for-IDEA,simple installer clover idea someone clover idea clover idea x x x jar file next course open idea select install disk user might know especially taking account install disk available older idea new feature provide simple installer clover idea user double jar installer class defined manifest location idea installation simple check whether selected folder directory copy jar given location show also message idea business value clover evaluation easier,2
56,CLOV-1156,Refresh clover.atlassian.com,refresh clover clover page last activate bamboo related site live data add link page main clover product page clover overview,1
57,CLOV-1157,Run with Clover as on a project with no Clover,run clover project clover clover eclipse project clover disabled run clover run button still active sense button,1
58,CLOV-1158,Test Run Explorer does not show test contribution with optimized run,test run explorer show test contribution run execute test test run explorer snow show test contribution data,1
59,CLOV-1159,Create small legend for Top Risks and Quick Wins in Cloud report,create small legend top quick cloud report currently user know font size colour documentation add small legend box least single line description two report well eclipse idea,1
60,CLOV-1160,Change default sort order in coverage report for packages/classes/methods,change default sort order coverage report class coverage report show least covered class first table start highest coverage starting top developer interested code already covered tested white add possibility sort column affected ide,2
61,CLOV-1161,Add drop-down with two options for coverage,add drop two coverage add drop show cumulative coverage show coverage last run added eclipse idea note span option already available window clover either time based span set load everything background reason coverage cumulative customer pointed coverage data successive incremental change save compile test lie show coverage longer aggregate coverage data since last full rebuild hopefully better way showing future coverage project running show coverage run,2
62,CLOV-1162,Generate cumulative statement / complexity metric for need of methodContext filtering,generate cumulative statement complexity metric need filtering method context allow reduce scope context filter metric lower defined level default e taken account example code name trivial code however customer problem class instance code method one statement return object use name trivial whole code block method return new public void e system statement system statement code case inner class metric fact context cumulative whenever code pattern whole block whole method inner class solution cannot change metric without breaking backward compatibility cannot change way would make sense create new metric would work every interface class method find inner class checked matching code level metric calculation preferred instrumentation code parser calculate cumulative value inner current entity complexity value add ant clover setup clover setup would probably remain unchanged grey yes make code flexible order make ready support code like default scala inside,8
63,CLOV-1165,Fix AbstractAntLogger,fix class message ant task null void project task task string task null log task consequence log case code outside ant problem found open source clover,1
64,CLOV-1166,Clover does not work with Groovy 2.x,clover work groovy x problem clover instrumentation groovy x stack trace like build c work support tutorial build clover groovy visit groovy groovy visit groovy groovy groovy groovy ast visit groovy ast groovy ast groovy groovy groovy ast groovy groovy ast groovy ast groovy groovy control call groovy control groovy control groovy control groovy control compile groovy control compile groovy compile groovy groovy ant groovy ant compile groovy ant execute reason groovy following method public void visit groovy x interface groovy x class although correctly groovy verification visit method different signature solution compile two different groovy load proper version,2
65,CLOV-1167,Grails Clover Plugin does not intercept 'testc' compiler,clover intercept compiler x new compiler building unit test unit directory task groovy test compiler build log like source test unit clover test groovy source test integration groovy clover intercept compiler call consequence unit included coverage,1
66,CLOV-1170,CloverOptimizerMojo does not support full include/exclude syntax,support full include exclude syntax problem support full include exclude syntax handled two handled right multiple comma include include regular expression instead ant style pattern include test class include see apache inclusion exclusion use separate like include include include include available user try replace set ant style implementation ant style underneath method private project final file directory list list new string new string size fix split every element comma delimiter pas expanded fix find run file search matcher create include exclude every file,1
67,CLOV-1173,Add maxComplexity / maxStatements for Clover-for-Maven,add clover ant extra available example code name public get set code code configuration name public get set configuration code possible solution create would accept like code name name public get set code alternatively extend tag whenever entry treat name new context structure sample see also,2
68,CLOV-1175,Make HTML report more consistent about number of classes,make report consistent number class see attached report list,2
69,CLOV-1176,The clover-log should use default test detection if testSources are not defined,clover log use default test detection defined reproduce add following target clover ant x z tutorial code target name clover log clover log application clover log test clover log target code run ant f target test run clover produce output like clover log clover log report code application clover log coverage clover log clover log clover log clover log total clover log report code test clover log coverage clover log clover log clover log clover log total clover log report code clover log coverage clover log clover log clover log clover log total result class qualified application compare test application class distinguished normal behaviour clover log tag defined instance code clover log test test clover log code work fine improvement try use default test detection algorithm confluence display clover clover test detection order find test class would work way clover setup confluence display clover clover setup task tag defined,3
70,CLOV-1177,Errors in ErrorLog when toggling between projects with Dashboard view active,dashboard view active toggle dashboard visible message unexpected dashboard view c eclipse moneybag clover report dashboard eclipse net illegal character opaque part index c eclipse moneybag clover report dashboard eclipse net parser fail unknown source net parser unknown source net parser parse unknown source net unknown source clover eclipse dashboard right click closed project dashboard view visible message error dashboard clover eclipse dashboard execute clover eclipse dashboard clover eclipse dashboard clover eclipse dashboard eclipse internal eclipse internal project selected package explorer dashboard view close selected project message problem generating dashboard report clover eclipse dashboard clover eclipse dashboard clover eclipse dashboard run eclipse run,1
71,CLOV-1178,Fix ruler coloring when include coverage from passed only is enabled,fix ruler coloring include coverage eclipse editor left ruler showing coverage green yellow blue yellow coverage include option yellow colour case note source code correctly metric fine see,1
72,CLOV-1179,Highlight whole method body if method is not covered,highlight whole method body method covered given method executed report red method header bug code velocity written way highlight whole method body red way eclipse see,5
73,CLOV-1181,Multiple test cases in Test Run Explorer in IDEA,multiple test test run explorer idea quickly click run button order execute multiple unit parallel idea parallel consequence got test list see attached idea test last test run,2
74,CLOV-1182,Multiple test cases in Test Runs view in Eclipse,multiple test test view eclipse unit executed several time since last build test run view multiple test bug actually could showing last see eclipse,3
75,CLOV-1183,Cloud Report in IDEA shows interfaces,cloud report idea cloud report idea inconsistent cloud report eclipse actually executable code also fix list class cloud report note simple check sufficient default code,2
76,CLOV-1184,Check Now button does not work if project is not opened in IDEA,check button work project idea install latest clover version idea click ide clover auto update check button project pop shown latest version already project e idea welcome page pop shown see attached problem idea x x,1
77,CLOV-1185,Test optimization is broken in IDEA11 and above,test optimization broken idea regarding unit test run configuration consequence clover see thus optimize unit problem occur idea x x x present idea x probably also x see attached,2
78,CLOV-1186,IDEA12 JavaSourceTransformingCompiler functionality has been removed,functionality removed since build clover cannot work external build functionality longer see issue issue idea,5
79,CLOV-1187,Don't spam the console with println anytime clover grails plugin is installed,console clover looking groovy several execute testing clover specifically set compile start end happen command run bad practice use available automatically foo log foo foo secondly probably wrapped helper clover ie log,1
80,CLOV-1188,Aggregate coverage by current author and commit regex,aggregate coverage current author commit love use git find making lot want see test coverage ticket put commit log example let say working project day might make throughout development like keep running track test coverage code bounded commit like use something like git blame married coverage give feedback like hey feature working coverage awesome er still would something like class coverage pane could window class summary coverage bounded ticket commit would crazy something lightning fast like git mercurial totally drunk git cool aid,13
81,CLOV-1190,The <testsources> tag from <clover-setup> is not passed to groovyc,tag clover setup subject consequence always used groovy code fix build proper instance next instrumentation ser file next pas,2
82,CLOV-1192,Create ClassInfo objects for anonymous inline classes,create anonymous class implementation found anonymous class object instead class added class instance following code code public class inner class case method anonymous class sum direct sum direct class c method method class class sum return new public return false public object next return null public void remove void e code clover way code class name c c metric method name metric method method name next object metric method method name remove void metric method method name metric method method name void metric method class code c class actually bug design decision present anonymous class report possible improvement create anonymous class add option whether show anonymous class like,5
83,CLOV-1193,as a developer I don't need to run Clover on JDK1.4 anymore,developer need run clover idea sun end public end premier support end extended support see oracle longer generally available ga since end expire see according various popular fraction market right although report version web browser production environment may different especially regarding dropping support would ease clover development lot could directly use code replace raw list map set list foo code get rid faster build door introduce generic based clover code example replace apache common guava update page remove build update bamboo clover clover clover eclipse clover idea note clover already need scope raw like list list foo done gradually daily development,1
