,issuekey,title,description,storypoint
19,BAM-3724,Spike - Deploy gadget server into Bamboo with a Hello world gadget to prove it,spike deploy gadget server bamboo hello world gadget prove include infrastructure assuming done implement sal authentication mechanism yet see sure ref consume spike person iteration,12
20,BAM-3728,BAM-3674 (Regression) - Incorrect display of faiing since test,bam regression incorrect display since test investigation keep sam berlin happy done stable branch,5
21,BAM-3731,BAM-3717 (Regression) - :: in test names throws error,bam regression test error need escape properly done stable branch,2
22,BAM-3733,Implement Bundled Plugins Part 2,implement part delivery mechanism gadget server try known work sal,1
23,BAM-3735,REST Module type plugin point,rest module type point drop,2
24,BAM-3737,REST endpoint for build status gadget,rest build status gadget done,3
25,BAM-3740,Gadget - User can authenticate through a gadget,gadget user authenticate gadget manual password must use basic,3
26,BAM-3742,Gadget - User can see the status of favourite plans ,gadget user see status link back server get give mock,5
27,BAM-3745,Gadget - User can see the status of the recent 5 builds of favourite plans in the existing status gadget,gadget user see status recent status gadget display rest provide need story assume already,3
28,BAM-3748,Gadget - User can select which plans they want to watch,gadget user select want watch selection based read user pick individual whilst still top storage gadge consumer,5
29,BAM-3766,Upgrade default AMI OS to newer version of Fedora Linux - see reduced scope of this issue,upgrade default ami o version see reduced scope issue current default ami ami case many pending wise instance see root bamboo update loading loading mirror archive archive setting update process running transaction check package release transition set finished dependency resolution resolved package arch version repository size release transition k transaction summary install package update package remove package total size k n release running running transaction test finished transaction test transaction test running transaction release cleanup release release transition complete root bamboo update loading loading mirror archive archive archive primary setting update process running transaction check package set package vim enhanced set package set package fuse set package bind set package python set package set package set dependency package package ruby set package set package kernel set package set package vim minimal set package set package set package set package set package set package set package set package set package set package set package set package set package set package set package set package ruby set package set package bind set package system network tui set package set package set package fuse set package set package set package glib set dependency package glib package set package client set package set package python set package set package set package set package set package audit set package set package quota set package set package set package gnome theme set package set package set package set package set package set package set package control center set package set package set package set package set package set package set package shadow set package glib set package set package kernel set package ruby set package set package set package set package curl set dependency package curl package set package set package file set package set package set package set package set package set package set package ruby set package mime set package set package set package set package set package fuse set package set package set package set package set package set package set package fuse set package set package set package set package set package set package set package fuse set dependency package fuse dependency package fuse package set package set package eject set package make set package set package vim common set package file set package set package python set running transaction check package set package set dependency package dependency package dependency avahi package package set dependency package dependency package package boost set dependency package boost dependency package boost running transaction check package set dependency package dependency package package avahi set package set package set package set running transaction check package set dependency package dependency package dependency package dependency package package set running transaction check package set package set package set finished dependency resolution resolved package arch version repository size glib k kernel k k k k k audit k k k bind k bind k k k k k control center k k curl k k glib k client k k k k eject k k gnome theme k file k file k k fuse k fuse k fuse k fuse k fuse k k k k k k k k k k kernel k k k k k k k k k k k k k k make k k k k k k k k k k k k k k k k k k python python k python k quota k k ruby k ruby k ruby ruby k k shadow mime k k k k system network tui k k vim common vim enhanced k vim minimal k,1
30,BAM-3801,Gadget - User can view a chart of recent percentage of builds successful,gadget user view chart recent percentage successful select grouped time period filter time period last day last day last day last show,3
31,BAM-3804,Prevent a build from running if its ancestors are in queue or running,prevent build running queue running e g b b triggered whilst building b trigger mean b run optional must block parent revision child build otherwise child might never build,3
32,BAM-3805,User can configure dependency blocking,user configure dependency blocking applicable per child plan user configure whether dependency blocked building running,2
33,BAM-3806,Check ancestors of a build when it is triggered and prevent building if changes found (in ancestors) Ancestors are kicked off,check build triggered prevent building found e g b triggered whilst building check found build build b manual dependent schedule build ignore trigger later,12
34,BAM-3807,Detect infinte cycles in dependent builds.,detect dependent allow input cyclic dependency already done cyclic anything upgrade task show error try show tree,2
35,BAM-3808,User can see in text its ancestors and children for the build result,user see text build result see see,5
36,BAM-3809,Get a gadget to authenticate end to end via Oauth,get gadget authenticate end end via away need manually input password,5
37,BAM-3864,Enable user configuraiton of OAuth in Bamboo.,nan,5
38,BAM-3871,Gadget - chart of queued time,nan,2
39,BAM-3890,Notfication when a build has been in the queue for x minutes,build queue x similar build hung notification queue,3
40,BAM-3905,"""Test failing since"" doesn't properly consider builds without test results",test failing since properly consider without test case consider series build test x build test x build build failure test build test x build test x build build bamboo test x failing since build incorrectly infer test build change failure build case would better report test failing since build case b another interesting case need considered build test x build build failure test build build failure test build test x failure test x could build build build case perhaps best report test x failing since build,3
41,BAM-3912,Bandana import/export,nan,3
42,BAM-3917,Fix i18n for gadgets,nan,5
43,BAM-3918,Provide feedback in UI about builds being blocked (build dependencies),nan,3
44,BAM-3922,Tests for REST,nan,3
45,BAM-3923,Selenium tests (with Hamish),nan,3
46,BAM-3961,Bucket - Gadget issues,nan,8
47,BAM-3981,Dependency blocking for polling builds,nan,2
48,BAM-4000,Configure agent capabilities for each Elastic Configuration,nan,5
49,BAM-4003,"Allow ""at least"" and ""maximum #"" of agent on schedule",nan,2
50,BAM-4030,Make it possible (via instructions) for a customer to 'Bamboo enable' an AMI,make possible via customer bamboo enable ami per browse bam page system want make possible customer follow install ami bamboo server elastic start get u endless cycle default ami,5
51,BAM-4037,Add support for EC2 Availability Zones,add support availability see talking developer connect entry availability zone support requisite reserved instance support default availability zone bamboo install able specify avail zone per elastic configuration,5
52,BAM-4088,Rename ElasticAgentSchedule to ElasticInstanceSchedule,rename also rework associated text,1
53,BAM-4341,Roundtrip error w/ input validation during EC2 instance startup,error w input validation instance round trip occur instance screen invalid number,1
54,BAM-4360,Ensure that all commands when mounting EBS volumes handle failure recursively,ensure mounting handle failure volume creation attachment mounting still depending various variable timing especially multiple simultaneously ensure cater failure perform,2
55,BAM-4367,Please make a Maven 2.1.0 builder available on the EC2 image,please make builder available image confluence need specifically build confluence,2
56,BAM-4378,"Set the ""Last Modified"" header for artifacts, so browsers can cache static resources",set last header cache static since build static probably never change bamboo set last header serving artifact file disk could used unavailable time stamp build finished large clover new tree map could greatly benefit needful,1
57,BAM-4386,"The ""no more than"" instance schedule seems to shut down more instances than it should",instance schedule shut schedule e g kill available since instance list even already shut agent stopped instance still list instead given instance shut agent present,1
58,BAM-4416,Failed EBS volume creaion should start as disabled,volume start disabled volume instance agent start disabled,2
59,BAM-4418,"Rename ""Bamboo Builds"" tab in JIRA Bamboo plugin to be ""Builds""",nan,1
60,BAM-4424,Allow a clover license to be entered via the Bamboo admin (ie a global license).  License can be overridden at the plan config level,allow clover license via bamboo ie global license license plan level build screen global license display message license already build screen global license license valid display message license valid build screen global license license invalid display message license valid build screen global license text entry field available message license displayed text entry field available build screen allow license plan level license defined plan level precedence check interaction clover license validation optional nice,3
61,BAM-4484,Add path to clover gadget to the list of gadgets available,nan,1
62,BAM-4497,Update Dependencies to match jira's (again),update match ensure actually work probably need ensure version double check work,2
63,BAM-4503,ship version 2.1.15 of nant builder plugin with bamboo 2.3.x,ship version nant builder bamboo x bamboo broken nant builder developer browse nant new version available confluence jar version,1
64,BAM-4534,Spike: Concurrent chains running,nan,20
65,BAM-4535,Quick and dirty way to add a plan to a stage in a chain,quick dirty way add plan stage chain suggestion chain stage selector plan edit page need hide anything plan edit page,3
66,BAM-4536,Spike: Extract common behaviour from Plan and Chain,nan,20
67,BAM-4537,Quick and dirty list of chains,nan,2
68,BAM-4574,Package http://datejs.googlecode.com/files/date.js for gadgets,package date use date directly,1
69,BAM-4576,Faster Setup: Minimize screens for setup wizard - express vs custom installs,nan,5
70,BAM-4579,Faster Setup: Immediately login as admin user after setup wizard,nan,1
71,BAM-4580,Faster Setup: Make it obvious where to go next after login,nan,3
72,BAM-4581,Faster Setup: Remove/Reword supportability wording of HSQLDB,nan,1
73,BAM-4583,External DB: Bundle database drivers,nan,3
74,BAM-4593,WIP Creation: Allow Save after builders entry,nan,5
75,BAM-4594,WIP Creation: Option to not build immediately after plan create,nan,2
76,BAM-4605,Faster Wizard: Setting up Builders/JDKs inline,nan,3
77,BAM-4627,Inline adding of IM,nan,2
78,BAM-4628,Faster Wizard: Inline create mail sever,nan,2
79,BAM-4645,Faster Setup: Visual indication for long running tasks in Setup Wizard,nan,3
80,BAM-4664,Re-enable the maven tab to see if it still works on single module projects.,nan,2
81,BAM-4665,"Show the snapshot dependencies at the top of the maven tab, ie update the maven dependency parser so that it can just provide snapshot dependencies.",nan,2
82,BAM-4666,"introduce a ""generated"" type of dependency (as opposed to a manually created).",nan,8
83,BAM-4667,generated dependencies are created after builds complete based on maven dependency info.,nan,8
84,BAM-4673,Check and make the maven tab work on multi module projects.,nan,5
85,BAM-4690,Clean up chain level Repo information,nan,5
86,BAM-4704,Installer not setting bamboo home,installer setting bamboo home bamboo installer bamboo start bamboo home set checked bamboo see,1
87,BAM-4718,"Provide persistence to abstract ""artifacts/particles"" consumed and produced by plan.",nan,2
88,BAM-4724,Allow user to specify location of pom file,nan,2
89,BAM-4725,Spiking read pom before build occurs using maven 3 embedder - svn only,nan,8
90,BAM-4729,Unchecking use maven dependencies option should actually clear maven depedencies data. Confirmation for this should happen.,nan,3
91,BAM-4731,Miscellaneous UI ugliness,miscellaneous ugliness tab broken styling build configuration build menu narrow build configuration longer check data saved away tab,3
92,BAM-4732,View a build that didn't run because of a failed prior stage in the chain,nan,2
93,BAM-4734,Clicking the run page should go to the live results page.,nan,1
94,BAM-4735,Redirect to last result of the chain if no chains currently running,nan,1
95,BAM-4736,Build blocking for chain dependencies,nan,2
96,BAM-4737,Automatically turn on build blocking when turning on maven dependencies with warning,nan,2
97,BAM-4780,Spike backend support up to 100 remote agents,spike support remote acceptance criterion remote concurrently connect one server remote include remote elastic concurrently run,20
98,BAM-4790,Make mail server template more compact,nan,1
99,BAM-4791,update page inline rather than reload after adding builder/jdk/mail/im,nan,5
100,BAM-4793,User can specify a pom.xml for plans to be created from,nan,3
101,BAM-4794,Resolve concurrent chains issue with hack,nan,3
102,BAM-4795,Bamboo can parse the pom.xml plan details,nan,5
103,BAM-4806,Upgrade to AUI 2.0.3,upgrade currently compatible bamboo especially selector longer upgrade pack,2
104,BAM-4841,Dependency block should block on parents as well,nan,5
105,BAM-4845,Styling for tabs for build configuration,nan,5
106,BAM-4849,Maven dependency on by default(?),nan,1
107,BAM-4850,Maven dependency tab clean up,nan,3
108,BAM-4857,Show REST & Gadgets URLs from within the UI,show rest within rest appear enable remote part description add new section page list gadget minimal stuff would cool,3
109,BAM-4869,Add a function to remove OAuth tokens in Bamboo,add function remove bamboo please add function remove bamboo already helpful reference confluence display,5
110,BAM-4871,REST: Incorrect representation of JSON data,rest incorrect representation data data returned rest service incorrect please see example bamboo rest latest build expand build,3
111,BAM-4905,Plan requirements are not updated after builder JDK has been updated.,plan builder update plan builder spec reflected plan example builder spec tab still show,2
112,BAM-4922,Removing build results from a menu should have a confirmation screen,removing build menu confirmation screen list page currently prefer fine add confirmation screen consistent work class fix wording,1
113,BAM-4923,The contact administrators link should not be available is the setup footer,nan,1
114,BAM-4924,"When editing plans ""Done"" button in artifacts doesn't work",done button work go view version screen,2
115,BAM-4925,"Artifact ""Clover Report (System)"" is added even if the Clover is not enabled",nan,1
116,BAM-4932,Problem when importing a plan from Maven for a second time,problem plan second time sure local bamboo action warn error error violation unique constraint duplicate value column statement insert build error could synchronize state session warn getting build key net hibernate exception could insert bamboo build net hibernate exception net hibernate exception convert net hibernate exception convert net hibernate persister convert net hibernate persister insert net hibernate persister insert net hibernate execute net hibernate execute net hibernate net hibernate execute net hibernate net hibernate find net hibernate list net hibernate bamboo build sun reflect invoke unknown source sun reflect invoke reflect method invoke method support framework framework proceed transaction interceptor invoke framework proceed framework invoke unknown source bamboo build bamboo build sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method support framework framework proceed bamboo security intercept invoke framework proceed bamboo security intercept invoke framework proceed transaction interceptor invoke framework proceed transaction interceptor invoke framework proceed framework invoke unknown source bamboo build creation bamboo build creation bamboo bamboo execute violation unique constraint duplicate value column statement insert build unknown source unknown source net hibernate net hibernate persister insert object cannot null assert assert bamboo security bamboo build sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method support framework framework proceed bamboo security intercept invoke framework proceed bamboo security intercept invoke framework proceed transaction interceptor invoke framework proceed transaction interceptor invoke framework proceed framework invoke unknown source bamboo build creation bamboo build creation bamboo,3
117,BAM-4933,"System property to enable the ""unsupported database"" option in setup",system property enable unsupported option setup enable unsupported true something like setup wizard need add upgrade guide people import export,3
118,BAM-4935,Import from Maven should redirect the user to the builder configuration in edit mode and prevent the initial build,import redirect user builder configuration edit mode prevent initial build build immediately current way disable plan redirect builder section edit mode risk recently broken q set tab param param,3
119,BAM-4937,Upgrade to AUI 1.2.5 to resolve dialog size issues in ie7,upgrade resolve size see studio browse button pane run size add add builder need test builder mail ping,3
120,BAM-4939,OAuth Consumer tab should not be visible,consumer tab visible test,2
121,BAM-4940,"Make ""Enable Plan"" link more prominent on the config screen",make enable plan link prominent screen better use trial,2
122,BAM-4941,Link to Maven plan import from the first page of the create plan wizard,link plan import first page create plan wizard bother dashboard,1
123,BAM-4942,should append pom.xml if not specified,append pom check file directory first append pom directory kit never done bamboo,3
124,BAM-4943,Retest all new gadget work in Test IE7 IE8 Safari,retest new gadget work test safari make sure test,4
125,BAM-5008,Build process not shutting down EC2 instances,nan,3
126,BAM-5057,Changing from a JDK Label that's been deleted will not remove old Requirement,label remove old requirement create plan go section remove edit plan old removed,2
127,BAM-5070,Test the tagger plugin,test tagger confluence display bamboo tagger,2
128,BAM-5076,Ensure Clover gadget is working,ensure clover gadget working nothing gadget screen hold,2
129,BAM-5102,Write developer docs for backend plan creation,nan,2
130,BAM-5124,StopBuildManager with abandon result does not abandon result,abandon result abandon result abandon result abandon result stopped result start build,5
131,BAM-5127,Improve the Bamboo startup script,improve bamboo script several wrong bamboo sh script option specify user run bamboo script care depending directory differently bamboo abruptly leaf bamboo file file future fail make use bamboo sh script bamboo executable system path ask set never use script option variable read wrapper file,2
132,BAM-5135,SASL support with bundled svnkit,support version bundle bamboo support jar jar version apparently older jar jar core internal io class core internal io class core internal io class core internal io class technical reason bundle support authentication,2
133,BAM-5140,"Importing without restart runs all upgrade tasks, if run after initial install.",without restart upgrade run initial install run rather problem run initial install upgrade task already upgrade fixed import without restart stop start bamboo import screwed state delete bamboo home start accidentally delete import,3
134,BAM-5142,Upgrade atlassian template renderer to 1.0.5,upgrade template renderer upgrade pack,1
135,BAM-5143,Exception in macro buildResult,exception macro gotten exception several time bamboo rest action bamboo rest action test bamboo rest action test bamboo rest action test bamboo rest action test error error macro parameter problematic instruction macro line column rest user directive line column rest template error macro parameter core macro context macro core macro context macro core environment visit environment core accept core environment visit environment core accept core environment visit environment core context core environment visit environment core accept core environment visit environment core accept core environment visit environment core environment process environment template template process template webwork webwork dispatcher execute invoke interceptor bamboo interceptor intercept invoke bamboo interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke webwork interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke bamboo security intercept web intercept bamboo security intercept web intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke bamboo intercept invoke bamboo intercept invoke execute webwork dispatcher webwork dispatcher jetty filter filter filter jetty module filter module filter jetty webwork dispatcher jetty filter filter filter jetty bamboo filter jetty anonymous bamboo filter bamboo filter jetty bamboo filter core jetty jetty seraph filter jetty seraph filter jetty filter filter internal filter filter filter filter jetty hibernate support spring filter web filter jetty filter compression filter compression bamboo filter jetty bamboo filter jetty filter filter filter jetty web filter web filter jetty jetty handle jetty security handle jetty handle jetty handler handle jetty handle jetty handler handle jetty server handle server jetty jetty jetty jetty jetty handle jetty connection run thread run,2
136,BAM-5153,Running a chain from the actions menu runs the chain twice,nan,3
137,BAM-5172,CVS deletes working copy when using tag/branch and ampersand modules after initial build,working copy tag branch ampersand initial build ampersand tag branch bamboo working copy fine subsequent bamboo working copy support browse,5
138,BAM-5182,Agent upload of artifacts fails to set Content-Length in HTTP/1.1 (on lighthttpd or nginx),agent set content length bamboo agent set content length proxy strict preferred reverse proxy solution however use failure bamboo bamboo server upon investigation discovered following error error request c post request content length missing section compatibility message body must include valid content length header field unless server known compliant request message body content length given server respond bad request cannot determine length message length insist valid content length section length server accept request without defined content length client may repeat request valid content length header field length message body request message section content length content length entity header field size entity body decimal number sent recipient case head method size entity body would sent request get content length content length digit example content length use field indicate transfer length message body unless section content length greater equal zero valid value section determine length message body content length given note meaning field significantly different corresponding definition mime optional field used within message external body content type sent whenever message length determined prior transferred unless section according research strict confirmed configuration option disable level strictness apache however lax rule result apache work please correct bamboo agent specify content length according specification defined switch back,2
139,BAM-5184,Can't create Plan from POM if the only Builder detected was the Elastic Agent,create plan pom builder elastic agent reproduce make sure builder elastic agent builder list bamboo console administration therefore bamboo local remote installation trying create plan pom repository providing following displayed version build build date system error request information request action scheme server port action context path path action path query string stack trace bamboo build builder found occur bamboo bamboo bamboo execute sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method invoke interceptor bamboo interceptor intercept invoke bamboo interceptor intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke webwork interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke bamboo intercept invoke bamboo security intercept web intercept bamboo security intercept web intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke bamboo intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke interceptor intercept invoke bamboo intercept invoke bamboo intercept invoke execute webwork dispatcher webwork dispatcher jetty filter filter filter jetty module filter module filter jetty webwork dispatcher jetty filter filter filter jetty bamboo filter jetty anonymous bamboo filter bamboo filter jetty bamboo filter core jetty jetty seraph filter jetty seraph filter jetty filter filter internal filter filter filter filter jetty hibernate support spring filter web filter jetty filter compression filter compression bamboo filter jetty bamboo filter jetty filter filter filter jetty web filter web filter jetty jetty handle jetty security handle jetty handle jetty handler handle jetty handle jetty handler handle jetty server handle server jetty jetty content jetty jetty jetty handle jetty connection run thread run,3
140,BAM-5187,Update Builders and Jdk's to allow for > 25 agents,update allow view view page need mock found display bamboo supporting remote trying condense information bug page also need fixed see bamboo investigate surrounding similar identify work need,5
141,BAM-5189,"${system.bamboo.agent.home} should be defined for all agents, not just remote ones",system bamboo agent home defined remote system bamboo agent home need defined otherwise running post build break,2
142,BAM-5192,Ability to delete build working directory after a suceessful build,ability delete build working directory build add delete working directory build control amount disk space use would excellent display post clean incorporated product per plan level,5
143,BAM-5197,Bamboo Rest calls cannot find resources directly after install,bamboo rest cannot find directly install brand new bamboo home running setup wizard bamboo running added new plan status gadget got error see screen shot also error could also seen straight rest bamboo rest latest build expand build stopped bamboo found happily everything worked affected similar code rest bamboo rest latest build expand build error error template io template found template configuration configuration core environment environment core environment environment core environment environment template configuration configuration core core core environment process environment template template process template bamboo bamboo bamboo bamboo render bamboo build trigger bamboo bamboo rest model build expand bamboo rest model build expand bamboo rest model build bamboo rest model build rest common expand expand rest common expand resolver expand rest common expand resolver expand rest common expand rest common expand crawl rest common expand resolver expand rest common expand resolver expand rest common expand rest common expand crawl rest common expand jersey filter sun jersey server application sun jersey server application sun jersey server application sun jersey container service sun jersey container service rest module sun jersey container rest module,3
144,BAM-5213,Editing user and setting Source Repository Alias causes null pointer exception,user setting source repository alias null pointer exception repository alias external user error exception thrown bamboo user execute bamboo user sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method,3
145,BAM-5218,When downsizing a license plans users are directed to delete on the _old_  server ,license directed delete server user bamboo instance use directed delete screen link bamboo server last export made server current previous server may still active eligible run unlimited screen neon warning displayed base current address,3
146,BAM-5230,CVS module field doesn't store changes when cloning an existing build plan,module field store build plan first create build plan source repository specify module used second create another build plan select clone build plan select plan click next change module used click next new plan saved initial build notice module initial build plan instead new one abort initial build change module new plan configuration afterwards module set correctly,2
147,BAM-5244,Cannot undo Maven POM dependency management,cannot undo pom dependency management one bamboo instance nightly day trigger set use dependency management problem want regular trigger nightly resource intensive remove pom dependency management nightly stop triggered regular choice take management oh well nice way stop crossing one build strategy polling another single daily build,3
148,BAM-5261,Fix up UI for builders/jdks admin pages,nan,3
149,BAM-5263,Return URL should be restricted to current server,nan,3
150,BAM-5277,Session timeout and refreshing of Latest Status bar causes decorated login screen to appear inside page rather than taking up whole page,session refreshing latest status bar decorated login screen appear inside page rather taking whole page attached session timed go back forward,3
151,BAM-5281,JIRA Bamboo Plugin creates deadlock in JIRA and Bamboo applications when starting them up in the same Tomcat server,bamboo deadlock bamboo starting tomcat server reproduce deploy war tomcat deploy bamboo war tomcat configure everything normally start default configuration create tst project start bamboo express installation configure bamboo server bamboo shutdown tomcat restart tomcat bamboo far quote main server smack client main registered event listener main registered event listener main registered event listener main registered event listener main registered event listener main registered event listener main registered event listener main registered event listener main registered event listener main main build repository main bamboo version main bamboo home support main format user starting memory free difference free mem query time main bamboo web log error null main bamboo web loaded main bamboo quote far quote configuration configuration loading file support apache tomcat web class entity model data source name entity model field type name entity model schema name public version engine driver engine driver support enterprise address quote tomcat show tomcat hung system quote factory turned module module null found manager system quote neither bamboo browser thread dump tomcat following stack trace quote thread state net io frame net read line frame io fill line frame io read line frame apache common io line frame apache common io string line frame apache common string line frame apache common string line frame apache common apache common apache common line frame apache common apache common apache common line frame apache common execute apache common apache common line frame apache common apache common line frame apache common apache common line frame apache common apache common apache common apache common line frame apache common apache common line frame bamboo net line frame bamboo bamboo service line frame bamboo start line frame sal line frame sal core start line frame sal extension line frame quote deadlock bamboo somewhat starting bamboo code eagerly something code method new try method return method catch e return false finally method code e waiting bamboo respond fixed connection least sensible along different point,5
152,BAM-5287,Name change from Build to Plan security aware broke nant plugin,name change build plan security aware broke nant error main error loading view result bamboo builder nant bamboo aware native method security apache catalina loader apache catalina loader apache catalina loader apache catalina loader spring spring bamboo bamboo bamboo bamboo bamboo reload bamboo manager manager manager manager bamboo container bamboo container bamboo upgrade bamboo upgrade bamboo upgrade apache catalina core apache catalina core start apache catalina core apache catalina core apache catalina core apache catalina apache catalina apache catalina apache catalina start apache catalina apache catalina apache catalina core start apache catalina core start apache catalina core start apache catalina core start apache catalina core start apache catalina core start apache catalina catalina start catalina sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method apache catalina bootstrap start bootstrap apache catalina bootstrap main bootstrap,1
153,BAM-5296,Differences in the implementation of a BuildResultsSummary cause labels to be duplicated on the 'Related builds by date' tab of the Jira Bamboo Plugin,implementation cause related date tab bamboo see,3
154,BAM-5317,Delete multiple agents simultaneously,delete multiple simultaneously lab manager agent space deregister properly performance affected product agent please implement way delete inactive,5
