,Unnamed: 0,issuekey,title,description,storypoint
10,10,GHS-2478,user would like ability see horizontal rapid board user would like ability see horizontal rapid board based issue priority blocker show necessary warning amount longer term order implement like service class need able create horizontal limited example might want standard limit expedite limit fixed delivery date limit feature actually far advanced,As a user I would like the ability to see a horizontal swimlane on my Rapid Board user would like ability see horizontal rapid board co based issue priority blocker show necessary warning amount longer term order implement like service class need able create horizontal limited example might want standard limit expedite limit fixed delivery date limit feature actually far advanced,13
11,11,JSW-2478,user would like ability see horizontal rapid board user would like ability see horizontal rapid board based issue priority blocker show necessary warning amount longer term order implement like service class need able create horizontal limited example might want standard limit expedite limit fixed delivery date limit feature actually far advanced,As a user I would like the ability to see a horizontal swimlane on my Rapid Board user would like ability see horizontal rapid board co based issue priority blocker show necessary warning amount longer term order implement like service class need able create horizontal limited example might want standard limit expedite limit fixed delivery date limit feature actually far advanced,13
12,12,JSW-2785,nan,,13
13,13,GHS-2863,project list error project list error per ticket support browse select listing administration project list request like secure secure decorator none response temporarily post content size zero entry getting longer eventually list long page load due request entity large error dev console chrome attached,"GreenHopper appends Project IDs to URL when adding to list of Enabled Projects, causes HTTP 413 error. project list error per ticket support browse select listing administration project list request like secure secure decorator none response temporarily post content size zero entry getting longer eventually list long page load due request entity large error dev console chrome attached",3
14,14,JSW-2863,project list error project list error per ticket support browse select listing administration project list request like secure secure decorator none response temporarily post content size zero entry getting longer eventually list long page load due request entity large error dev console chrome attached,"GreenHopper appends Project IDs to URL when adding to list of Enabled Projects, causes HTTP 413 error. project list error per ticket support browse select listing administration project list request like secure secure decorator none response temporarily post content size zero entry getting longer eventually list long page load due request entity large error dev console chrome attached",3
15,15,GHS-2881,investigate log work operation task task board redirect page assignee investigate log work operation task task board redirect page assignee reproduce click agile tab navigate chart board task board choose assignee display user assignee log work result work logged card make assignee unchanged assignee actual result work logged successfully card set assignee,"Investigate: Log work operation of a task in the task board redirect the page to ""ALL Assignee"". investigate log work operation task task board redirect page assignee reproduce click agile tab navigate chart board task board choose assignee display user assignee log work result work logged card make assignee unchanged assignee actual result work logged successfully card set assignee",2
16,16,JSW-2881,investigate log work operation task task board redirect page assignee investigate log work operation task task board redirect page assignee reproduce click agile tab navigate chart board task board choose assignee display user assignee log work result work logged card make assignee unchanged assignee actual result work logged successfully card set assignee,"Investigate: Log work operation of a task in the task board redirect the page to ""ALL Assignee"". investigate log work operation task task board redirect page assignee reproduce click agile tab navigate chart board task board choose assignee display user assignee log work result work logged card make assignee unchanged assignee actual result work logged successfully card set assignee",2
17,17,GHS-2882,card outside parent page refresh change filter unexpected inconsistent behaviour card outside parent page refresh change filter unexpected inconsistent behaviour studio browse quote bug update go task board select version x developer change version task version filter version developer selected filter working fine least behaviour stayed place little message said something view message working filter current behavior really annoying get back version working board option cannot filter developer quote,Changing the fixVersion of a card to a fixVersion outside the Parent results in a page refresh and a change of the fixVersion filter (unexpected and inconsistent behaviour) card outside parent page refresh change filter unexpected inconsistent behaviour studio browse quote bug update go task board select version x developer change version task version filter version developer selected filter working fine least behaviour stayed place little message said something view message working filter current behavior really annoying get back version working board option cannot filter developer quote,5
18,18,JSW-2882,card outside parent page refresh change filter unexpected inconsistent behaviour card outside parent page refresh change filter unexpected inconsistent behaviour studio browse quote bug update go task board select version x developer change version task version filter version developer selected filter working fine least behaviour stayed place little message said something view message working filter current behavior really annoying get back version working board option cannot filter developer quote,Changing the fixVersion of a card to a fixVersion outside the Parent results in a page refresh and a change of the fixVersion filter (unexpected and inconsistent behaviour) card outside parent page refresh change filter unexpected inconsistent behaviour studio browse quote bug update go task board select version x developer change version task version filter version developer selected filter working fine least behaviour stayed place little message said something view message working filter current behavior really annoying get back version working board option cannot filter developer quote,5
19,19,GHS-2912,nan,,8
20,20,JSW-2912,nan,,8
21,21,GHS-2915,nan,,2
22,22,JSW-2915,nan,,2
23,23,GHS-2919,nan,,5
24,24,JSW-2919,nan,,5
25,25,GHS-2923,remove cache registration disposal remove cache registration disposal studio browse page system comment comment possible disable enable problem service clean registered cache disposal implement factory call watch check string,WorklogHistoryCacheImpl doesn't remove cache registration on disposal remove cache registration disposal studio browse page system comment comment possible disable enable problem service clean registered cache disposal implement factory call watch check string,2
26,26,JSW-2923,remove cache registration disposal remove cache registration disposal studio browse page system comment comment possible disable enable problem service clean registered cache disposal implement factory call watch check string,WorklogHistoryCacheImpl doesn't remove cache registration on disposal remove cache registration disposal studio browse page system comment comment possible disable enable problem service clean registered cache disposal implement factory call watch check string,2
27,27,GHS-2987,user would like ability edit estimate without log work user would like ability edit estimate without log work acceptance criterion estimate field allow edit similar behaviour new text edit behaviour,As a user I would like the ability to edit the remaining estimate without using the JIRA Log Work dialog user would like ability edit estimate without log work acceptance criterion estimate field allow edit similar behaviour new text edit behaviour,8
28,28,JSW-2987,user would like ability edit estimate without log work user would like ability edit estimate without log work acceptance criterion estimate field allow edit similar behaviour new text edit behaviour,As a user I would like the ability to edit the remaining estimate without using the JIRA Log Work dialog user would like ability edit estimate without log work acceptance criterion estimate field allow edit similar behaviour new text edit behaviour,8
29,29,GHS-2989,ability print standard index ability print standard index process another system currently printer print directly onto index current printing functionality print one card per page therefore print directly onto would like ability print one card per page card layout sized fit well index card,Ability to print on standard index cards ability print standard index process another system currently printer print directly onto index current printing functionality print one card per page therefore print directly onto would like ability print one card per page card layout sized fit well index card,2
30,30,JSW-2989,ability print standard index ability print standard index process another system currently printer print directly onto index current printing functionality print one card per page therefore print directly onto would like ability print one card per page card layout sized fit well index card,Ability to print on standard index cards ability print standard index process another system currently printer print directly onto index current printing functionality print one card per page therefore print directly onto would like ability print one card per page card layout sized fit well index card,2
31,31,GHS-2994,user would like day gadget cascade select release date exist even within child version user would like day gadget cascade select release date exist even within child version instance present parent version release date set cause yet know release instead select child version release date,"As a user I would like the Days Remaining Gadget to cascade down and select a release date that does exist, even if it is within a child version user would like day gadget cascade select release date exist even within child version instance present parent version release date set cause yet know release instead select child version release date",3
32,32,JSW-2994,user would like day gadget cascade select release date exist even within child version user would like day gadget cascade select release date exist even within child version instance present parent version release date set cause yet know release instead select child version release date,"As a user I would like the Days Remaining Gadget to cascade down and select a release date that does exist, even if it is within a child version user would like day gadget cascade select release date exist even within child version instance present parent version release date set cause yet know release instead select child version release date",3
33,33,GHS-2998,user would like rapid board available via user would like rapid board available via option general configuration enable disable rapid board rapid board displayed agile drop feedback button header manage option rapid board current,As a user I would like the Rapid Board to be available via Labs user would like rapid board available via co option general configuration enable disable rapid board rapid board displayed agile drop feedback button header manage option rapid board current,5
34,34,JSW-2998,user would like rapid board available via user would like rapid board available via option general configuration enable disable rapid board rapid board displayed agile drop feedback button header manage option rapid board current,As a user I would like the Rapid Board to be available via Labs user would like rapid board available via co option general configuration enable disable rapid board rapid board displayed agile drop feedback button header manage option rapid board current,5
35,35,GHS-3003,user would like past three space issue displayed detailed card view rapid board user would like past three space issue displayed detailed card view rapid board link show next n left link show left total number edit index expanded default,As a user I would like the past three comments (space permitting) on an issue to be displayed in the detailed card view on the rapid board user would like past three space issue displayed detailed card view rapid board co link show next n left link show left total number edit index expanded default,5
36,36,JSW-3003,user would like past three space issue displayed detailed card view rapid board user would like past three space issue displayed detailed card view rapid board link show next n left link show left total number edit index expanded default,As a user I would like the past three comments (space permitting) on an issue to be displayed in the detailed card view on the rapid board user would like past three space issue displayed detailed card view rapid board co link show next n left link show left total number edit index expanded default,5
37,37,GHS-3006,rapid board user would like return last rapid view click agile tab rapid board user would like return last rapid view click agile tab rapid board user rapid view last visit would like taken click agile instead taken board,As a rapid board user I would like to return to my last viewed Rapid View when I click on the Agile tab rapid board user would like return last rapid view click agile tab co rapid board user rapid view last visit would like taken click agile instead taken board,5
38,38,JSW-3006,rapid board user would like return last rapid view click agile tab rapid board user would like return last rapid view click agile tab rapid board user rapid view last visit would like taken click agile instead taken board,As a rapid board user I would like to return to my last viewed Rapid View when I click on the Agile tab rapid board user would like return last rapid view click agile tab co rapid board user rapid view last visit would like taken click agile instead taken board,5
39,39,GHS-3011,user would like ability manage rapid similar user would like ability manage rapid similar list rapid link edit delete view option non,As a user i would like the ability to manage my rapid views similar to jira managed filters user would like ability manage rapid similar list rapid link edit delete view option non,5
40,40,JSW-3011,user would like ability manage rapid similar user would like ability manage rapid similar list rapid link edit delete view option non,As a user i would like the ability to manage my rapid views similar to jira managed filters user would like ability manage rapid similar list rapid link edit delete view option non,5
41,41,GHS-3017,configuration custom scrum lost upgrade configuration custom scrum lost upgrade custom scrum template version prior upgrade one affected cause configuration associated lost bug side effect fixing browse see confluence x additional information,Configuration of custom and scrum templates lost after upgrade configuration custom scrum lost upgrade custom scrum template version prior upgrade one affected cause configuration associated lost bug side effect fixing browse see confluence x additional information,5
42,42,JSW-3017,configuration custom scrum lost upgrade configuration custom scrum lost upgrade custom scrum template version prior upgrade one affected cause configuration associated lost bug side effect fixing browse see confluence x additional information,Configuration of custom and scrum templates lost after upgrade configuration custom scrum lost upgrade custom scrum template version prior upgrade one affected cause configuration associated lost bug side effect fixing browse see confluence x additional information,5
43,43,GHS-3020,nan,,2
44,44,JSW-3020,nan,,2
45,45,GHS-3029,user would like ability create release fix version done column user would like ability create release fix version done column based correct project administrator release button column normally done release w new name fix version set description set release date auto populate today date plus date picker explain,As a user I would like the ability to create and release a fix version containing all of the issues in my done column user would like ability create release fix version done column co based correct project administrator release button column normally done release w new name fix version set description set release date auto populate today date plus date picker explain,8
46,46,JSW-3029,user would like ability create release fix version done column user would like ability create release fix version done column based correct project administrator release button column normally done release w new name fix version set description set release date auto populate today date plus date picker explain,As a user I would like the ability to create and release a fix version containing all of the issues in my done column user would like ability create release fix version done column co based correct project administrator release button column normally done release w new name fix version set description set release date auto populate today date plus date picker explain,8
47,47,GHS-3030,user would like ability add maximum minimum column rapid view based upon total issue count user would like ability add maximum minimum column rapid view based upon total issue count configure manage rapid view edit default total issue count include sub exclude yellow min constraint busted header red constraint busted header show min current top column,As a user I would like the ability to add maximum and minimum constraints to a column on my Rapid View based upon total issue count user would like ability add maximum minimum column rapid view based upon total issue count co configure manage rapid view edit default total issue count include sub exclude yellow min constraint busted header red constraint busted header show min current top column,5
48,48,JSW-3030,user would like ability add maximum minimum column rapid view based upon total issue count user would like ability add maximum minimum column rapid view based upon total issue count configure manage rapid view edit default total issue count include sub exclude yellow min constraint busted header red constraint busted header show min current top column,As a user I would like the ability to add maximum and minimum constraints to a column on my Rapid View based upon total issue count user would like ability add maximum minimum column rapid view based upon total issue count co configure manage rapid view edit default total issue count include sub exclude yellow min constraint busted header red constraint busted header show min current top column,5
49,49,GHS-3050,user would like able edit rapid view someone saved filter user would like able edit rapid view someone saved filter regardless saved filter rapid view based edit rapid view edit rapid view manage rapid view message saying cant configure link owner,As a user I would like to be able to edit a Rapid View that I created using someone elses saved filter user would like able edit rapid view someone saved filter co regardless saved filter rapid view based edit rapid view edit rapid view manage rapid view message saying cant configure link owner,5
50,50,JSW-3050,user would like able edit rapid view someone saved filter user would like able edit rapid view someone saved filter regardless saved filter rapid view based edit rapid view edit rapid view manage rapid view message saying cant configure link owner,As a user I would like to be able to edit a Rapid View that I created using someone elses saved filter user would like able edit rapid view someone saved filter co regardless saved filter rapid view based edit rapid view edit rapid view manage rapid view message saying cant configure link owner,5
51,51,GHS-3065,user would like control chart showing time issue progress user would like control chart showing time issue progress progress defined yellow,As a user I would like a control chart showing the time an issue was in progress user would like control chart showing time issue progress co progress defined yellow,8
52,52,JSW-3065,user would like control chart showing time issue progress user would like control chart showing time issue progress progress defined yellow,As a user I would like a control chart showing the time an issue was in progress user would like control chart showing time issue progress co progress defined yellow,8
53,53,GHS-3066,user would like ability configure expedite rapid view user would like ability configure expedite rapid view change name default expedite one configure free text field configure manage rapid view page validation displayed,"As a user I would like the ability to configure the ""expedite"" swimlane on my Rapid View user would like ability configure expedite rapid view co change name default expedite one configure free text field configure manage rapid view page validation displayed",5
54,54,JSW-3066,user would like ability configure expedite rapid view user would like ability configure expedite rapid view change name default expedite one configure free text field configure manage rapid view page validation displayed,"As a user I would like the ability to configure the ""expedite"" swimlane on my Rapid View user would like ability configure expedite rapid view co change name default expedite one configure free text field configure manage rapid view page validation displayed",5
55,55,GHS-3070,nan,,1
56,56,JSW-3070,nan,,1
57,57,GHS-3093,user would like see cumulative flow diagram rapid board show progression across board user would like see cumulative flow diagram rapid board show progression across board flot tab rapid board based upon current rapid view similar colour scheme gadget consistency based go control chart loading drop chart cumulative flow diagram found,As a user I would like to see a cumulative flow diagram on my Rapid Board to show the progression of issues across my board user would like see cumulative flow diagram rapid board show progression across board co flot tab rapid board based upon current rapid view similar colour scheme gadget consistency based go control chart loading drop chart cumulative flow diagram found,8
58,58,JSW-3093,user would like see cumulative flow diagram rapid board show progression across board user would like see cumulative flow diagram rapid board show progression across board flot tab rapid board based upon current rapid view similar colour scheme gadget consistency based go control chart loading drop chart cumulative flow diagram found,As a user I would like to see a cumulative flow diagram on my Rapid Board to show the progression of issues across my board user would like see cumulative flow diagram rapid board show progression across board co flot tab rapid board based upon current rapid view similar colour scheme gadget consistency based go control chart loading drop chart cumulative flow diagram found,8
59,59,GHS-3097,user would like able return unlimited number user would like able return unlimited number query limited number global configuration query limit limit set return,As a user I would like to be able to return an unlimited number of results user would like able return unlimited number co query limited number global configuration query limit limit set return,3
60,60,JSW-3097,user would like able return unlimited number user would like able return unlimited number query limited number global configuration query limit limit set return,As a user I would like to be able to return an unlimited number of results user would like able return unlimited number co query limited number global configuration query limit limit set return,3
61,61,GHS-3099,user would like see mean standard deviation control chart user would like see mean standard deviation control chart perhaps similar style people flot show line control chart mean highlight show dev interaction use chart data one standard deviation highlight,As a user I would like to see the mean and the standard deviation on my control chart user would like see mean standard deviation control chart co perhaps similar style people flot show line control chart mean highlight show dev interaction use chart data one standard deviation highlight,3
62,62,JSW-3099,user would like see mean standard deviation control chart user would like see mean standard deviation control chart perhaps similar style people flot show line control chart mean highlight show dev interaction use chart data one standard deviation highlight,As a user I would like to see the mean and the standard deviation on my control chart user would like see mean standard deviation control chart co perhaps similar style people flot show line control chart mean highlight show dev interaction use chart data one standard deviation highlight,3
63,63,GHS-3104,user would like everything else exclude user would like everything else exclude remove card everything else everything else remove unnecessary code change default everything else,As a user I would like my everything else swimlane to exclude the issues from the configured swimlane user would like everything else exclude co remove card everything else everything else remove unnecessary code change default everything else,3
64,64,JSW-3104,user would like everything else exclude user would like everything else exclude remove card everything else everything else remove unnecessary code change default everything else,As a user I would like my everything else swimlane to exclude the issues from the configured swimlane user would like everything else exclude co remove card everything else everything else remove unnecessary code change default everything else,3
65,65,GHS-3106,nan,,1
66,66,JSW-3106,nan,,1
67,67,GHS-3107,user would like global sorted name manage rapid view assist new column user would like global sorted name manage rapid view assist new column unmapped column,As a user I would like the global statuses to be sorted by name in the Manage Rapid View to assist me when creating a new column user would like global sorted name manage rapid view assist new column unmapped column,2
68,68,JSW-3107,user would like global sorted name manage rapid view assist new column user would like global sorted name manage rapid view assist new column unmapped column,As a user I would like the global statuses to be sorted by name in the Manage Rapid View to assist me when creating a new column user would like global sorted name manage rapid view assist new column unmapped column,2
69,69,GHS-3108,nan,,1
70,70,JSW-3108,nan,,1
71,71,GHS-3110,display assignee auto complete user searching full name configuration option turned display assignee auto complete user searching full name configuration option turned see studio browse information please resolve,"GreenHopper does not display the assignee auto-complete when the ""User Searching by Full Name"" JIRA configuration option has been turned off display assignee auto complete user searching full name configuration option turned see studio browse information please resolve",3
72,72,JSW-3110,display assignee auto complete user searching full name configuration option turned display assignee auto complete user searching full name configuration option turned see studio browse information please resolve,"GreenHopper does not display the assignee auto-complete when the ""User Searching by Full Name"" JIRA configuration option has been turned off display assignee auto complete user searching full name configuration option turned see studio browse information please resolve",3
73,73,GHS-3132,select issue board select issue board instance secure subtype select correct page issue correct page,URL doesn't select issue on the Planning Board as it should select issue board instance secure subtype select correct page issue correct page,3
74,74,JSW-3132,select issue board select issue board instance secure subtype select correct page issue correct page,URL doesn't select issue on the Planning Board as it should select issue board instance secure subtype select correct page issue correct page,3
75,75,GHS-3146,user would like able add another rapid view user would like able add another rapid view add additional ability delete sortable another story restful table e g manage,As a user I would like to be able to add another swimlane to my Rapid View user would like able add another rapid view co add additional ability delete sortable another story restful table e g manage,5
76,76,JSW-3146,user would like able add another rapid view user would like able add another rapid view add additional ability delete sortable another story restful table e g manage,As a user I would like to be able to add another swimlane to my Rapid View user would like able add another rapid view co add additional ability delete sortable another story restful table e g manage,5
77,77,GHS-3161,nan,,1
78,78,JSW-3161,nan,,1
79,79,JSW-3772,rapid board owner would like able column constraint excluding sub rapid board owner would like able column constraint excluding sub testing q case issue filter nothing count parent sub count affected q test see work well still work though clear issue count given see parent issue column q negative continue input q individual globally whole board individual q last parent removed column remain count zero q nothing count affected exist q quick active filter parent quick active filter sub task count still display appropriate number column constraint sub filtering set visible,"As a rapid board owner I would like to be able to have a column constraint for ""Issues, excluding Sub-Tasks"" rapid board owner would like able column constraint excluding sub testing q case issue filter nothing count parent sub count affected q test see work well still work though le clear issue count given see parent issue column q negative continue input q individual globally whole board individual q last parent removed column remain count zero q nothing count affected exist q quick active filter parent quick active filter sub task count still display appropriate number column constraint sub filtering set visible",2
80,80,JSW-3993,user accidentally browse rapid start want go straight login user accidentally browse rapid start want go straight login currently remember log back agile tab back want change behavior user instead reduce annoyance customer,"As a user, if I accidentally browse the Rapid Start before logout, I want to be about to go straight to RapidBoard when I login user accidentally browse rapid start want go straight login currently remember log back agile tab back want change behavior user instead reduce annoyance customer",2
81,81,GHS-4171,make sub make sub really need feature single,make sub projects make sub really need feature single,2
82,82,JSW-4171,make sub make sub really need feature single,make sub projects make sub really need feature single,2
83,83,JSW-4478,user would like get visual feedback progress plan mode loading user would like get visual feedback progress plan mode loading lot slow load like nothing happening,"As a user, I would like to get visual feedback on the progress of Plan Mode's loading user would like get visual feedback progress plan mode loading lot slow load like nothing happening",2
84,84,JSW-4503,user would like able quickly filter plan mode user would like able quickly filter plan mode quick best effort fine probably quick work tab consistent marker still count line even,"As a user, I would like to be able to quickly filter issues out in Plan mode user would like able quickly filter plan mode quick best effort fine probably quick work tab consistent marker still count line even",8
85,85,GHS-4520,nan,,1
86,86,JSW-4520,nan,,1
87,87,GHS-4521,nan,,1
88,88,JSW-4521,nan,,1
89,89,JSW-4547,user like able provide team feedback user like able provide team feedback need implement got feedback mechanism like,"As an OnDemand user, I'd like to be able to provide the Atlassian team with feedback on GH labs features user like able provide team feedback need implement got feedback mechanism like",2
90,90,JSW-4559,problem rapid board display problem rapid board display rapid board many screen resolution resolution x ticket key summary become unreadable like attached thumbnail becomes problem user cannot use amount increase browser window size example thanks advance sac ticket support browse,A problem with Rapid Board`s cards display. problem rapid board display rapid board many screen resolution resolution x ticket key summary become unreadable like attached thumbnail becomes problem user cannot use le amount increase browser window size example thanks advance sac ticket support browse,2
91,91,GHS-4633,new dashboard drop list new dashboard drop list new dashboard drop list drop list added dashboard easy access,New features in dashboard for drop down list new dashboard drop list new dashboard drop list drop list added dashboard easy access,3
92,92,JSW-4633,new dashboard drop list new dashboard drop list new dashboard drop list drop list added dashboard easy access,New features in dashboard for drop down list new dashboard drop list new dashboard drop list drop list added dashboard easy access,3
93,93,JSW-4655,user would like view sprint meeting user would like view sprint meeting also present work mode image gallery view possible,"As a user, I would like to view attachments when elaborating stories in a Sprint planning meeting user would like view sprint meeting also present work mode image gallery view possible",8
94,94,GHS-4657,nan,,8
95,95,JSW-4657,nan,,8
96,96,JSW-4659,user would like see issue priority plan mode user would like see issue priority plan mode need basic design,"As a user, I would like to see the issue priority in plan mode user would like see issue priority plan mode need basic design",2
97,97,JSW-4662,user would like sub sprint parent user would like sub sprint parent force complete complete story sprint finished,"As a user, I would like sub tasks to have the same Sprint as their parent in all cases  user would like sub sprint parent force complete complete story sprint finished",5
98,98,GHS-4679,issue related version history field issue related version history field edit issue edit user update button top edit issue window check following error error secure issue exception issue pyxis pyxis issue issue issue issue issue update issue update sun reflect invoke unknown source sun reflect invoke reflect method invoke method invoke update unknown source sun reflect invoke unknown source sun reflect invoke reflect method invoke method invoke update unknown source sun reflect invoke unknown source sun reflect invoke reflect method invoke method bridge external invoke update unknown source action webwork action execute action execute webwork interceptor proceed webwork interceptor proceed webwork interceptor intercept webwork interceptor proceed webwork dispatcher webwork dispatcher web dispatcher service service apache catalina core apache catalina core web apache catalina core apache catalina core core apache catalina core apache catalina core filter filter core rest context filter filter filter integration filter confirmed error value custom field type version history occur release version history field added screen used remove field issue resolved,NullPointerException occurs when editing issue - related to 'GreenHopper Released Version History' field issue related version history field edit issue edit user update button top edit issue window check following error error secure issue exception issue pyxis pyxis issue issue issue issue issue update issue update sun reflect invoke unknown source sun reflect invoke reflect method invoke method invoke update unknown source sun reflect invoke unknown source sun reflect invoke reflect method invoke method invoke update unknown source sun reflect invoke unknown source sun reflect invoke reflect method invoke method bridge external invoke update unknown source action webwork action execute action execute webwork interceptor proceed webwork interceptor proceed webwork interceptor intercept webwork interceptor proceed webwork dispatcher webwork dispatcher web dispatcher service service apache catalina core apache catalina core web apache catalina core apache catalina core core apache catalina core apache catalina core filter filter core rest context filter filter filter integration filter confirmed error value custom field type version history occur release version history field added screen used remove field issue resolved,2
99,99,JSW-4679,issue related version history field issue related version history field edit issue edit user update button top edit issue window check following error error secure issue exception issue pyxis pyxis issue issue issue issue issue update issue update sun reflect invoke unknown source sun reflect invoke reflect method invoke method invoke update unknown source sun reflect invoke unknown source sun reflect invoke reflect method invoke method invoke update unknown source sun reflect invoke unknown source sun reflect invoke reflect method invoke method bridge external invoke update unknown source action webwork action execute action execute webwork interceptor proceed webwork interceptor proceed webwork interceptor intercept webwork interceptor proceed webwork dispatcher webwork dispatcher web dispatcher service service apache catalina core apache catalina core web apache catalina core apache catalina core core apache catalina core apache catalina core filter filter core rest context filter filter filter integration filter confirmed error value custom field type version history occur release version history field added screen used remove field issue resolved,NullPointerException occurs when editing issue - related to 'GreenHopper Released Version History' field issue related version history field edit issue edit user update button top edit issue window check following error error secure issue exception issue pyxis pyxis issue issue issue issue issue update issue update sun reflect invoke unknown source sun reflect invoke reflect method invoke method invoke update unknown source sun reflect invoke unknown source sun reflect invoke reflect method invoke method invoke update unknown source sun reflect invoke unknown source sun reflect invoke reflect method invoke method bridge external invoke update unknown source action webwork action execute action execute webwork interceptor proceed webwork interceptor proceed webwork interceptor intercept webwork interceptor proceed webwork dispatcher webwork dispatcher web dispatcher service service apache catalina core apache catalina core web apache catalina core apache catalina core core apache catalina core apache catalina core filter filter core rest context filter filter filter integration filter confirmed error value custom field type version history occur release version history field added screen used remove field issue resolved,2
100,100,GHS-4710,seen analytics question would like every page say yes seen analytics question would like every page say yes remove x getting rapid board configure rapid board manage rapid board general configuration page license page,As an admin who hasn't seen the analytics question I would like to be asked on every page until I say yes or no seen analytics question would like every page say yes remove x getting rapid board configure rapid board manage rapid board general configuration page license page,5
101,101,JSW-4710,seen analytics question would like every page say yes seen analytics question would like every page say yes remove x getting rapid board configure rapid board manage rapid board general configuration page license page,As an admin who hasn't seen the analytics question I would like to be asked on every page until I say yes or no seen analytics question would like every page say yes remove x getting rapid board configure rapid board manage rapid board general configuration page license page,5
102,102,JSW-4711,user like issue board selected issue default get issue visible user like issue board selected issue default get issue visible clear create issue visible select issue create issue visible show happen report mode plan work,"As a user, I'd like the issue I just created on a board to be the selected issue by default, or to get a popup indicating it was created if the issue is not visible user like issue board selected issue default get issue visible clear create issue visible select issue create issue visible show happen report mode plan work",2
