,issuekey,title,description,storypoint
13,GHS-2863,"GreenHopper appends Project IDs to URL when adding to list of Enabled Projects, causes HTTP 413 error.",project list error per ticket support browse select listing administration project list request like secure secure decorator none response temporarily post content size zero entry getting longer eventually list long page load due request entity large error dev console chrome attached,3
14,JSW-2863,"GreenHopper appends Project IDs to URL when adding to list of Enabled Projects, causes HTTP 413 error.",project list error per ticket support browse select listing administration project list request like secure secure decorator none response temporarily post content size zero entry getting longer eventually list long page load due request entity large error dev console chrome attached,3
15,GHS-2881,"Investigate: Log work operation of a task in the task board redirect the page to ""ALL Assignee"".",investigate log work operation task task board redirect page assignee reproduce click agile tab navigate chart board task board choose assignee display user assignee log work result work logged card make assignee unchanged assignee actual result work logged successfully card set assignee,2
16,JSW-2881,"Investigate: Log work operation of a task in the task board redirect the page to ""ALL Assignee"".",investigate log work operation task task board redirect page assignee reproduce click agile tab navigate chart board task board choose assignee display user assignee log work result work logged card make assignee unchanged assignee actual result work logged successfully card set assignee,2
17,GHS-2882,Changing the fixVersion of a card to a fixVersion outside the Parent results in a page refresh and a change of the fixVersion filter (unexpected and inconsistent behaviour),card outside parent page refresh change filter unexpected inconsistent behaviour studio browse quote bug update go task board select version x developer change version task version filter version developer selected filter working fine least behaviour stayed place little message said something view message working filter current behavior really annoying get back version working board option cannot filter developer quote,5
18,JSW-2882,Changing the fixVersion of a card to a fixVersion outside the Parent results in a page refresh and a change of the fixVersion filter (unexpected and inconsistent behaviour),card outside parent page refresh change filter unexpected inconsistent behaviour studio browse quote bug update go task board select version x developer change version task version filter version developer selected filter working fine least behaviour stayed place little message said something view message working filter current behavior really annoying get back version working board option cannot filter developer quote,5
19,GHS-2912,"As a user I would like to be able to quickly toggle the display of columns on and off on A Board, similar to the quick filter buttons",nan,8
20,JSW-2912,"As a user I would like to be able to quickly toggle the display of columns on and off on A Board, similar to the quick filter buttons",nan,8
21,GHS-2915,"When creating a new card with security level on the card, it does not have 'None' in the select for security level.",nan,2
22,JSW-2915,"When creating a new card with security level on the card, it does not have 'None' in the select for security level.",nan,2
23,GHS-2919,As a GH User I would like the Assignee and Reporter fields on the New Card dialog to be the new shiny autocomplete to improve performance,nan,5
24,JSW-2919,As a GH User I would like the Assignee and Reporter fields on the New Card dialog to be the new shiny autocomplete to improve performance,nan,5
25,GHS-2923,WorklogHistoryCacheImpl doesn't remove cache registration on disposal,remove cache registration disposal studio browse page system comment comment possible disable enable problem service clean registered cache disposal implement factory call watch check string,2
26,JSW-2923,WorklogHistoryCacheImpl doesn't remove cache registration on disposal,remove cache registration disposal studio browse page system comment comment possible disable enable problem service clean registered cache disposal implement factory call watch check string,2
27,GHS-2987,As a user I would like the ability to edit the remaining estimate without using the JIRA Log Work dialog,user would like ability edit estimate without log work acceptance criterion estimate field allow edit similar behaviour new text edit behaviour,8
28,JSW-2987,As a user I would like the ability to edit the remaining estimate without using the JIRA Log Work dialog,user would like ability edit estimate without log work acceptance criterion estimate field allow edit similar behaviour new text edit behaviour,8
29,GHS-2989,Ability to print on standard index cards,ability print standard index process another system currently printer print directly onto index current printing functionality print one card per page therefore print directly onto would like ability print one card per page card layout sized fit well index card,2
30,JSW-2989,Ability to print on standard index cards,ability print standard index process another system currently printer print directly onto index current printing functionality print one card per page therefore print directly onto would like ability print one card per page card layout sized fit well index card,2
31,GHS-2994,"As a user I would like the Days Remaining Gadget to cascade down and select a release date that does exist, even if it is within a child version",user would like day gadget cascade select release date exist even within child version instance present parent version release date set cause yet know release instead select child version release date,3
32,JSW-2994,"As a user I would like the Days Remaining Gadget to cascade down and select a release date that does exist, even if it is within a child version",user would like day gadget cascade select release date exist even within child version instance present parent version release date set cause yet know release instead select child version release date,3
33,GHS-2998,As a user I would like the Rapid Board to be available via Labs,user would like rapid board available via co option general configuration enable disable rapid board rapid board displayed agile drop feedback button header manage option rapid board current,5
34,JSW-2998,As a user I would like the Rapid Board to be available via Labs,user would like rapid board available via co option general configuration enable disable rapid board rapid board displayed agile drop feedback button header manage option rapid board current,5
35,GHS-3003,As a user I would like the past three comments (space permitting) on an issue to be displayed in the detailed card view on the rapid board,user would like past three space issue displayed detailed card view rapid board co link show next n left link show left total number edit index expanded default,5
36,JSW-3003,As a user I would like the past three comments (space permitting) on an issue to be displayed in the detailed card view on the rapid board,user would like past three space issue displayed detailed card view rapid board co link show next n left link show left total number edit index expanded default,5
37,GHS-3006,As a rapid board user I would like to return to my last viewed Rapid View when I click on the Agile tab,rapid board user would like return last rapid view click agile tab co rapid board user rapid view last visit would like taken click agile instead taken board,5
38,JSW-3006,As a rapid board user I would like to return to my last viewed Rapid View when I click on the Agile tab,rapid board user would like return last rapid view click agile tab co rapid board user rapid view last visit would like taken click agile instead taken board,5
39,GHS-3011,As a user i would like the ability to manage my rapid views similar to jira managed filters,user would like ability manage rapid similar list rapid link edit delete view option non,5
40,JSW-3011,As a user i would like the ability to manage my rapid views similar to jira managed filters,user would like ability manage rapid similar list rapid link edit delete view option non,5
41,GHS-3017,Configuration of custom and scrum templates lost after upgrade,configuration custom scrum lost upgrade custom scrum template version prior upgrade one affected cause configuration associated lost bug side effect fixing browse see confluence x additional information,5
42,JSW-3017,Configuration of custom and scrum templates lost after upgrade,configuration custom scrum lost upgrade custom scrum template version prior upgrade one affected cause configuration associated lost bug side effect fixing browse see confluence x additional information,5
43,GHS-3020,Editing the labels triggers a page reload - on PlanningBoard,nan,2
44,JSW-3020,Editing the labels triggers a page reload - on PlanningBoard,nan,2
45,GHS-3029,As a user I would like the ability to create and release a fix version containing all of the issues in my done column,user would like ability create release fix version done column co based correct project administrator release button column normally done release w new name fix version set description set release date auto populate today date plus date picker explain,8
46,JSW-3029,As a user I would like the ability to create and release a fix version containing all of the issues in my done column,user would like ability create release fix version done column co based correct project administrator release button column normally done release w new name fix version set description set release date auto populate today date plus date picker explain,8
47,GHS-3030,As a user I would like the ability to add maximum and minimum constraints to a column on my Rapid View based upon total issue count,user would like ability add maximum minimum column rapid view based upon total issue count co configure manage rapid view edit default total issue count include sub exclude yellow min constraint busted header red constraint busted header show min current top column,5
48,JSW-3030,As a user I would like the ability to add maximum and minimum constraints to a column on my Rapid View based upon total issue count,user would like ability add maximum minimum column rapid view based upon total issue count co configure manage rapid view edit default total issue count include sub exclude yellow min constraint busted header red constraint busted header show min current top column,5
49,GHS-3050,As a user I would like to be able to edit a Rapid View that I created using someone elses saved filter,user would like able edit rapid view someone saved filter co regardless saved filter rapid view based edit rapid view edit rapid view manage rapid view message saying cant configure link owner,5
50,JSW-3050,As a user I would like to be able to edit a Rapid View that I created using someone elses saved filter,user would like able edit rapid view someone saved filter co regardless saved filter rapid view based edit rapid view edit rapid view manage rapid view message saying cant configure link owner,5
51,GHS-3065,As a user I would like a control chart showing the time an issue was in progress,user would like control chart showing time issue progress co progress defined yellow,8
52,JSW-3065,As a user I would like a control chart showing the time an issue was in progress,user would like control chart showing time issue progress co progress defined yellow,8
53,GHS-3066,"As a user I would like the ability to configure the ""expedite"" swimlane on my Rapid View",user would like ability configure expedite rapid view co change name default expedite one configure free text field configure manage rapid view page validation displayed,5
54,JSW-3066,"As a user I would like the ability to configure the ""expedite"" swimlane on my Rapid View",user would like ability configure expedite rapid view co change name default expedite one configure free text field configure manage rapid view page validation displayed,5
55,GHS-3070,Issues without a priority set should not be given a priority icon on the Rapid Board as it is misleading/incorrect,nan,1
56,JSW-3070,Issues without a priority set should not be given a priority icon on the Rapid Board as it is misleading/incorrect,nan,1
57,GHS-3093,As a user I would like to see a cumulative flow diagram on my Rapid Board to show the progression of issues across my board,user would like see cumulative flow diagram rapid board show progression across board co flot tab rapid board based upon current rapid view similar colour scheme gadget consistency based go control chart loading drop chart cumulative flow diagram found,8
58,JSW-3093,As a user I would like to see a cumulative flow diagram on my Rapid Board to show the progression of issues across my board,user would like see cumulative flow diagram rapid board show progression across board co flot tab rapid board based upon current rapid view similar colour scheme gadget consistency based go control chart loading drop chart cumulative flow diagram found,8
59,GHS-3097,As a user I would like to be able to return an unlimited number of results,user would like able return unlimited number co query limited number global configuration query limit limit set return,3
60,JSW-3097,As a user I would like to be able to return an unlimited number of results,user would like able return unlimited number co query limited number global configuration query limit limit set return,3
61,GHS-3099,As a user I would like to see the mean and the standard deviation on my control chart,user would like see mean standard deviation control chart co perhaps similar style people flot show line control chart mean highlight show dev interaction use chart data one standard deviation highlight,3
62,JSW-3099,As a user I would like to see the mean and the standard deviation on my control chart,user would like see mean standard deviation control chart co perhaps similar style people flot show line control chart mean highlight show dev interaction use chart data one standard deviation highlight,3
63,GHS-3104,As a user I would like my everything else swimlane to exclude the issues from the configured swimlane,user would like everything else exclude co remove card everything else everything else remove unnecessary code change default everything else,3
64,JSW-3104,As a user I would like my everything else swimlane to exclude the issues from the configured swimlane,user would like everything else exclude co remove card everything else everything else remove unnecessary code change default everything else,3
65,GHS-3106,As a user I would like the 'New Column' text in a new column to be selected enabling quick update,nan,1
66,JSW-3106,As a user I would like the 'New Column' text in a new column to be selected enabling quick update,nan,1
67,GHS-3107,As a user I would like the global statuses to be sorted by name in the Manage Rapid View to assist me when creating a new column,user would like global sorted name manage rapid view assist new column unmapped column,2
68,JSW-3107,As a user I would like the global statuses to be sorted by name in the Manage Rapid View to assist me when creating a new column,user would like global sorted name manage rapid view assist new column unmapped column,2
69,GHS-3108,As a user I would like a link from my Manage Rapid View screen back to the Rapid Board,nan,1
70,JSW-3108,As a user I would like a link from my Manage Rapid View screen back to the Rapid Board,nan,1
71,GHS-3110,"GreenHopper does not display the assignee auto-complete when the ""User Searching by Full Name"" JIRA configuration option has been turned off",display assignee auto complete user searching full name configuration option turned see studio browse information please resolve,3
72,JSW-3110,"GreenHopper does not display the assignee auto-complete when the ""User Searching by Full Name"" JIRA configuration option has been turned off",display assignee auto complete user searching full name configuration option turned see studio browse information please resolve,3
73,GHS-3132,URL doesn't select issue on the Planning Board as it should,select issue board instance secure subtype select correct page issue correct page,3
74,JSW-3132,URL doesn't select issue on the Planning Board as it should,select issue board instance secure subtype select correct page issue correct page,3
75,GHS-3146,As a user I would like to be able to add another swimlane to my Rapid View,user would like able add another rapid view co add additional ability delete sortable another story restful table e g manage,5
76,JSW-3146,As a user I would like to be able to add another swimlane to my Rapid View,user would like able add another rapid view co add additional ability delete sortable another story restful table e g manage,5
77,GHS-3161,When clicking on issue on control chart show issue in detail view,nan,1
78,JSW-3161,When clicking on issue on control chart show issue in detail view,nan,1
79,JSW-3772,"As a rapid board owner I would like to be able to have a column constraint for ""Issues, excluding Sub-Tasks""",rapid board owner would like able column constraint excluding sub testing q case issue filter nothing count parent sub count affected q test see work well still work though le clear issue count given see parent issue column q negative continue input q individual globally whole board individual q last parent removed column remain count zero q nothing count affected exist q quick active filter parent quick active filter sub task count still display appropriate number column constraint sub filtering set visible,2
80,JSW-3993,"As a user, if I accidentally browse the Rapid Start before logout, I want to be about to go straight to RapidBoard when I login",user accidentally browse rapid start want go straight login currently remember log back agile tab back want change behavior user instead reduce annoyance customer,2
81,GHS-4171,make sub projects,make sub really need feature single,2
82,JSW-4171,make sub projects,make sub really need feature single,2
83,JSW-4478,"As a user, I would like to get visual feedback on the progress of Plan Mode's loading",user would like get visual feedback progress plan mode loading lot slow load like nothing happening,2
84,JSW-4503,"As a user, I would like to be able to quickly filter issues out in Plan mode",user would like able quickly filter plan mode quick best effort fine probably quick work tab consistent marker still count line even,8
85,GHS-4520,"As a user, I would like to just see Rapid Board everywhere Rapid View exists currently",nan,1
86,JSW-4520,"As a user, I would like to just see Rapid Board everywhere Rapid View exists currently",nan,1
87,GHS-4521,In Doco: I would like to see Rapid Board everywhere Rapid View is currently,nan,1
88,JSW-4521,In Doco: I would like to see Rapid Board everywhere Rapid View is currently,nan,1
89,JSW-4547,"As an OnDemand user, I'd like to be able to provide the Atlassian team with feedback on GH labs features",user like able provide team feedback need implement got feedback mechanism like,2
90,JSW-4559,A problem with Rapid Board`s cards display.,problem rapid board display rapid board many screen resolution resolution x ticket key summary become unreadable like attached thumbnail becomes problem user cannot use le amount increase browser window size example thanks advance sac ticket support browse,2
91,GHS-4633,New features in dashboard for drop down list,new dashboard drop list new dashboard drop list drop list added dashboard easy access,3
92,JSW-4633,New features in dashboard for drop down list,new dashboard drop list new dashboard drop list drop list added dashboard easy access,3
93,JSW-4655,"As a user, I would like to view attachments when elaborating stories in a Sprint planning meeting",user would like view sprint meeting also present work mode image gallery view possible,8
94,GHS-4657,"As a user, I'd like to see a burn down that includes both the 'feeling' of the burndown as well as the actual facts",nan,8
95,JSW-4657,"As a user, I'd like to see a burn down that includes both the 'feeling' of the burndown as well as the actual facts",nan,8
96,JSW-4659,"As a user, I would like to see the issue priority in plan mode",user would like see issue priority plan mode need basic design,2
97,JSW-4662,"As a user, I would like sub tasks to have the same Sprint as their parent in all cases ",user would like sub sprint parent force complete complete story sprint finished,5
98,GHS-4679,NullPointerException occurs when editing issue - related to 'GreenHopper Released Version History' field,issue related version history field edit issue edit user update button top edit issue window check following error error secure issue exception issue pyxis pyxis issue issue issue issue issue update issue update sun reflect invoke unknown source sun reflect invoke reflect method invoke method invoke update unknown source sun reflect invoke unknown source sun reflect invoke reflect method invoke method invoke update unknown source sun reflect invoke unknown source sun reflect invoke reflect method invoke method bridge external invoke update unknown source action webwork action execute action execute webwork interceptor proceed webwork interceptor proceed webwork interceptor intercept webwork interceptor proceed webwork dispatcher webwork dispatcher web dispatcher service service apache catalina core apache catalina core web apache catalina core apache catalina core core apache catalina core apache catalina core filter filter core rest context filter filter filter integration filter confirmed error value custom field type version history occur release version history field added screen used remove field issue resolved,2
99,JSW-4679,NullPointerException occurs when editing issue - related to 'GreenHopper Released Version History' field,issue related version history field edit issue edit user update button top edit issue window check following error error secure issue exception issue pyxis pyxis issue issue issue issue issue update issue update sun reflect invoke unknown source sun reflect invoke reflect method invoke method invoke update unknown source sun reflect invoke unknown source sun reflect invoke reflect method invoke method invoke update unknown source sun reflect invoke unknown source sun reflect invoke reflect method invoke method bridge external invoke update unknown source action webwork action execute action execute webwork interceptor proceed webwork interceptor proceed webwork interceptor intercept webwork interceptor proceed webwork dispatcher webwork dispatcher web dispatcher service service apache catalina core apache catalina core web apache catalina core apache catalina core core apache catalina core apache catalina core filter filter core rest context filter filter filter integration filter confirmed error value custom field type version history occur release version history field added screen used remove field issue resolved,2
100,GHS-4710,As an admin who hasn't seen the analytics question I would like to be asked on every page until I say yes or no,seen analytics question would like every page say yes remove x getting rapid board configure rapid board manage rapid board general configuration page license page,5
101,JSW-4710,As an admin who hasn't seen the analytics question I would like to be asked on every page until I say yes or no,seen analytics question would like every page say yes remove x getting rapid board configure rapid board manage rapid board general configuration page license page,5
102,JSW-4711,"As a user, I'd like the issue I just created on a board to be the selected issue by default, or to get a popup indicating it was created if the issue is not visible",user like issue board selected issue default get issue visible clear create issue visible select issue create issue visible show happen report mode plan work,2
103,JSW-4734,"As a user, I would like to see the issue count on the Sprint marker ",nan,5
104,JSW-4765,MVR: Issue operation to jump to a rapid board from an Issue,issue operation jump rapid board issue complex one let break providing issue operation issue able go rapid board issue available go calculated user action valid calculated based user permission see well issue filter board case issue must also match work mode sub filter match issue report mode case scrum issue may appear mode plan work report valid user shown message user create new board based project multiple valid user choose one one valid board user chosen board user instantly user precise location issue chosen board issue selected location plan work mode case scrum board location report mode issue one sprint recent sprint retrospective report chosen,8
105,JSW-4766,"MVR: Report page showing Sprints (with a selector), include table of issues, link to issue nav",nan,8
106,JSW-4767,MVR: Sprint Report to include a burndown for the Sprint itself,sprint report include sprint smaller one general one possible,8
107,JSW-4768,MVR: Make the burndown chart understand when an issue was added/removed from Sprint (i.e understand scope change),make chart understand issue added removed sprint e understand scope change handle change story value display estimation rapid board graph start time sprint logically end date sprint marked graph time sprint actually closed allow sprint default currently active sprint start value graph compensate start sprint value burn reach done column added sprint beginning shown scope change removed sprint beginning shown scope change estimate beginning sprint shown scope change scope e anything shown sort visual signal information hovering inflection point,13
108,JSW-4772,MVR: Search (filter) for Rapid Board Plan mode - (Search by issue key or by summary text),search filter rapid board plan mode search issue key summary text client side first attempt straight direct match minimum need multiple,13
109,JSW-4773,MVR: Add a cog to access issue actions from detail view ,nan,5
110,GHS-4774,"MVR: Allow plan mode to show subtasks, include a default filter for Scrum boards which hide subtasks",nan,13
111,JSW-4774,"MVR: Allow plan mode to show subtasks, include a default filter for Scrum boards which hide subtasks",nan,13
112,JSW-4775,MVR: Implement issue swimlane strategy,implement issue strategy,20
113,JSW-4776,MVR: Implement visualisation of swimlanes as parents ,implement need drop refer design always present except configuration user defined even switch parent strategy,13
114,JSW-4792,"As a user, I would like to see the status of an issue in the detail view (in work and plan)",user would like see status issue detail view work plan status icon may gone soon anyway,2
115,JSW-4794,As a user I would like to rank above the marker even when there is one issue in scope,nan,2
116,JSW-4812,MVR: Prompt the user to resolve the parent when the subtasks are all done ,prompt user resolve parent done parent strategy,8
117,JSW-4813,MVR: Prompt at the end of a Sprint if unfinished parent stories with all complete subtasks exist,prompt end sprint unfinished parent complete exist offer continue cancel note user go back backlog list,5
118,JSW-4862,MV?: When all of the subtasks of a story are complete but the parent is not show an affordance that can be clicked by the user to advance the parent (and try to resolve the issue),story complete parent show user advance parent try resolve issue clarification summary need appear parent status sync show status parent minimum,5
119,JSW-4863,MV?: Implement the skinny detail view,implement skinny detail view traverse n p fixed visible right currently selected column,20
120,JSW-4864,As a user I would like to go to GH as my default JIRa home page,user would like go default home page story page feature currently per user dark feature could add button make available board page,1
121,JSW-4877,Upgrade task to unify Board/Sprint data into AO instead of using PropertySets,nan,5
122,JSW-4888, MVR: Agile issue web panel to display Scrum information of an issue,agile issue web panel display scrum information issue complex one let break providing web panel view issue page display scrum information information displayed list issue part broken two active provide link go sprint going rapid board sprint available go calculated user action valid calculated based user permission see well issue filter board scrum considered valid user shown message multiple valid user choose one one valid board user chosen board user instantly user precise location sprint chosen board sprint active location work mode board sprint location retrospective report sprint board,8
123,JSW-4906,"As a user, I'd like to avoid confusion when hitting enter in the description field and having that save by saving on blur",nan,2
124,JSW-4910,Enhance Sprint Report ,enhance sprint report include start end actual end triggered hit complete button divide sprint include status item end sprint include estimate statistic item ideally time item added sprint current easy include sum statistic e velocity call added removed,8
125,JSW-4911,Implement Sprint Burndown chart (for Numeric Fields),implement sprint chart estimation statistic field assuming time option,5
126,JSW-4913,Make the Sprint Burndown chart use remaining estimate when the board has been configured that way,make sprint chart use estimate board way estimate burned happen time spent added sprint beginning shown scope change removed sprint beginning shown scope change,20
127,JSW-4914,Add a subtasks tab to the detail view on plan mode ,add tab detail view plan mode add new tab add button sub task show summary key status estimate edit button edit delete button,8
128,JSW-4915,Allow the backlog item estimation statistic to be selected as any numeric field in the issue,allow backlog item estimation statistic selected field issue allow backlog item estimation statistic scrum rapid board selected default story point field also possible set field show backlog item estimation statistic plan mode lozenge use lozenge detail view card view label unit estimate hover show unit,13
129,JSW-4916,Implement the Velocity chart,implement velocity chart velocity chart show amount backlog item estimation statistic sprint sprint graph sprint sprint velocity equal sum backlog item estimate last column end sprint would also show sum estimation statistic sprint e get done estimate used time issue added sprint e start sprint item sprint start time added middle sprint graph table shown table sprint row shown along sum non sprint report link provided detailed sprint sprint last,8
130,JSW-4919,Allow the Backlog item estimation statistic for a Rapid Board to be set to Original Estimate  ,allow backlog item estimation statistic rapid board set original estimate allow backlog item estimation statistic rapid board selected set original estimate,13
131,JSW-4920,Warn on start sprint if primary items do not have the backlog item estimate set,warn start sprint primary backlog item estimate set warn cancel following estimate unit estimate applied following start sprint considered scope change sprint name,5
132,GHS-4922,Allow a numeric field to be specified Sprint tracking statistic for the Rapid Board,allow field sprint statistic rapid board show statistic detail plan mode sprint warn estimate item sprint statistic,8
133,JSW-4922,Allow a numeric field to be specified Sprint tracking statistic for the Rapid Board,allow field sprint statistic rapid board show statistic detail plan mode sprint warn estimate item sprint statistic,8
134,JSW-4966,Add a detail view cog menu item to remove an issue from a Sprint (DOES cause scope change),add detail view cog menu item remove issue sprint cause scope change work mode confirmation notification successfully removed link issue plan mode,5
135,JSW-4967,Implement Data Table for Burndown chart,implement data table chart graph table exact shown graph point time issue shown time table present beginning graph time end table,3
136,JSW-4970,Go to best Sprint in retro report,go best sprint report sprint report go latest finished sprint latest finished sprint go back report always show latest finished sprint,3
137,JSW-4971,Implement Original Estimate burndown,nan,8
138,JSW-4972,Allow a user to configure tracking to use Remaining Estimate,allow user configure use estimate configuration describe option show estimate detail view edit make card detail view operate estimate statistic set original time estimate enter estimate first time also update time estimate issue value set already,20
139,JSW-5004,Make TEAMCAL integration work,nan,3
140,JSW-5011,Incoporate the changes to My JIRA home into GH next,home next team home martin link element web item target like link secure link actual update provided secure set target need put web since x condition one turn appropriate,1
141,JSW-5039,"As a user, following Sprint completion I'd like to see the report of everything that happened automatically",nan,1
142,GHS-5069,Figure out what to do with issues which come into a sprint with no statistic value and then change half way through,figure come sprint statistic value change half way put data table bottom e added removed sprint even estimate therefore affect add issue sprint estimate change estimate statistic value change table problem particularly bad later remove issue sprint issue addition removal completely hidden table shown scope change,8
143,JSW-5069,Figure out what to do with issues which come into a sprint with no statistic value and then change half way through,figure come sprint statistic value change half way put data table bottom e added removed sprint even estimate therefore affect add issue sprint estimate change estimate statistic value change table problem particularly bad later remove issue sprint issue addition removal completely hidden table shown scope change,8
144,JSW-5072,As a planner I want to be able to show the sum of all issues' remaining estimate in an upcoming sprint,planner want able show sum estimate upcoming sprint want able show sum see co show equal board,5
145,JSW-5077,As an admin I would like to know what greenhopper upgrade tasks are up to,would like know upgrade currently protect upgrade enough need track upgrade upgrade task version time,3
146,JSW-5085,Rearrange the Agile menu,rearrange agile menu configuration option used enable new agile menu recently used top manage classic bottom version board initially choose another one menu click agile work currently e recent classic rapid board,8
147,JSW-5087,MVR: When I click 'Classic...' in the new menu structure give me a way back,click classic new menu structure give way back go classic need notification saying probably want link go back getting page message always say show write copy new menu structure classic longer actively use new learn getting new,5
148,JSW-5089,MVR: Change keyboard shortcuts (Go to Planning Board) etc based on the new Agile menu structure,change keyboard go board based new agile menu structure make g h go agile make g go agile invisible make g go agile invisible,5
149,JSW-5090,MVR: Rename issue operations (or remove not used ones) when new Agile menu structure is enabled,rename issue remove used new agile menu structure remove go task rename rapid board agile board,2
150,GHS-5094,Translate URLs according to new terminology,nan,8
151,JSW-5094,Translate URLs according to new terminology,nan,8
152,JSW-5106,"When starting a Sprint with Time Remaining set to the Sprint tracking statistic, warn if Remaining Estimate is unset (or uninherited from children) for any item",nan,3
153,JSW-5107,"As a rapid board user with buggy browser extensions, I don't want exceptions thrown from extensions to break GreenHopper",rapid board user buggy browser want thrown break use global exception handler uncaught exception showing error rapid board seen couple support browser throw may benign could continue function normally alarm people result raise support could potentially within context page browser even,5
154,JSW-5115,Remove Scrum Rapid Board from labs,remove scrum rapid board always remove update getting screen still include classic information scrum section update text getting latest news,8
155,JSW-5118,Add option to exclude weekends from cycle time calculations,add option exclude cycle time cycle time included option exclude desired testing q user match server x q setting page x q clearly option x q happen simply displayed calculated x q large period chart adjust properly x,2
156,GHS-5153,Make CFD in RB Sprint sensitive,make sprint sensitive add option refine sprint,13
157,JSW-5153,Make CFD in RB Sprint sensitive,make sprint sensitive add option refine sprint,13
158,JSW-5193,Put add comment button the comment tab ,nan,2
159,JSW-5194,Put add attachment button on attachment tab,nan,2
160,JSW-5195,Show sub tasks tab on Work mode in Rapid Board,nan,2
161,JSW-5214,Sprint Report should visually call out added and removed stories,sprint report visually call added removed styling added third table removed styling added need possible removed table,3
162,JSW-5215,"Sort status objects in column configuration to show non zero alphabetical, divider then zero alphabetical",nan,2
163,JSW-5216,When story moved to done column don't scroll to it,story done column scroll stay selected,2
164,JSW-5218,"When a Rapid Board is shown, add the projects shown in issues to the most recently used list in JIRA",rapid board shown add shown recently used list co pool backlog data return part list data expanded upon future story incorporate case found backlog pool determine recent query board query project based modify project history smart get inserted history rapid board via gadget effect recent user smart history consider following example board b x seen board ordered rank order x b user current history following order recent first b f g want upset order already history seen desired new b x f g,8
165,GHS-5219,"As a user, I'd like the Rapid Board to remember which board I'm on regardless of which computer I'm on",user like rapid board remember board regardless computer co keep last used server side logged,5
166,JSW-5219,"As a user, I'd like the Rapid Board to remember which board I'm on regardless of which computer I'm on",user like rapid board remember board regardless computer co keep last used server side logged,5
167,GHS-9587,Add the ability to specify multiple board administrators so other users can change the configuration (delegated admin),add ability specify multiple board change configuration currently owner think would good allow team adjust currently company multiple team use board would like continue one board whole team,5
168,JSW-9587,Add the ability to specify multiple board administrators so other users can change the configuration (delegated admin),add ability specify multiple board change configuration currently owner think would good allow team adjust currently company multiple team use board would like continue one board whole team,5
169,JSW-5255,"As a user I want to see all issue on the statistic burndown table, even if some don't have a statistic value",nan,3
170,JSW-5268,Perform work modes initial XHR calls in parallel,perform work initial parallel moment perform three order render rapid board series first get rapid board selector data get rapid board data finally get data case able perform three parallel kick time perform rendering series kill rapid board selection drop perform additional two rest unlikely case someone load rapid board default board,5
171,JSW-5289,"As a user, I'd like the manage Rapid Board screen to have a clear 'Create new board' button directly on the screen rather than being hidden in a submenu",nan,1
172,JSW-5329,"As a user, I would like a board that is not ordered by rank and therefore not draggable on PLAN mode to not show the ""hand"" icon or drag handles so I don't get confused",nan,1
173,JSW-5330,"As a user of the PLAN mode, I would like a board that is not draggable to give me a warning when I attempt a drag like action on it and explain what the problem is",user plan mode would like board give warning attempt drag like action explain problem co show warning box possible filter board order rank include link filter section configuration discus testing,3
