,Unnamed: 0,issuekey,title,description,storypoint
40,40,DURACLOUD-103,ability account add image mark home page ability account add image mark home page goal feature allow include organization,Ability for account-admin to add image/mark-up to duradmin home page ability account add image mark home page goal feature allow include organization,1
41,41,DURACLOUD-104,handle access control level rather depending storage handle access control level rather depending storage access control version handled access underlying storage allow disallow direct access content provider decided always mediate content access access control within open space allow anonymous read access content whereas closed space allow access authorized,Handle access control at the DuraCloud level rather than depending on storage providers handle access control level rather depending storage access control version handled access underlying storage allow disallow direct access content provider decided always mediate content access access control within open space allow anonymous read access content whereas closed space allow access authorized,2
42,42,DURACLOUD-106,security add application support transport security security add application support transport security issue enable handle,Security: Add application support for transport security (ssl/tls) security add application support transport security issue enable handle,8
43,43,DURACLOUD-107,nan,,3
44,44,DURACLOUD-111,video streaming service video streaming service service expose video content cloud front streaming server,Video Streaming Service - Amazon Impl video streaming service service expose video content cloud front streaming server,8
45,45,DURACLOUD-114,thread image conversion service thread image conversion service update image conversion service able spin set handle conversion process,Multi-thread the Image Conversion Service  thread image conversion service update image conversion service able spin set handle conversion process,2
46,46,DURACLOUD-115,image conversion service write output frequently image conversion service write output frequently process image conversion output file continually conversion activity possible review even service running available even service complete properly,Image Conversion Service should write output more frequently image conversion service write output frequently process image conversion output file continually conversion activity possible review even service running available even service complete properly,2
47,47,DURACLOUD-118,stylize button stylize button addition security button added base header need properly,Stylize 'logout' button stylize button addition security button added base header need properly,1
48,48,DURACLOUD-121,nan,,1
49,49,DURACLOUD-122,nan,,2
50,50,DURACLOUD-123,nan,,3
51,51,DURACLOUD-126,create content retrieval tool create content retrieval tool tool complement sync tool command line utility would used pull content space local file system part activity,Create content retrieval tool create content retrieval tool tool complement sync tool command line utility would used pull content space local file system part activity,4
52,52,DURACLOUD-127,nan,,1
53,53,DURACLOUD-128,anonymous anonymous need allow anonymous read access content bill primary store could unknown null method would need check null query param null param included use primary store entry point bill new public method something,Anonymous StoreClient anonymous need allow anonymous read access content bill primary store could pas unknown null method would need check null query param null param included use primary store entry point bill new public method something,1
54,54,DURACLOUD-129,nan,,1
55,55,DURACLOUD-130,investigate dependency investigate dependency hello couple build due new dependency apparently always available hosting repository namely net optional jar like transitive dependency recently net spring spring jar would able testing see actually need dependency need pull repository since probably dependency tooling could remove local repository place exclude element pom run application see actually used anywhere naturally double check local repository make sure slip back thanks p new page form showing removing security initial page could go make usable presentable talk length later,Investigate sojo dependency investigate dependency hello couple build due new dependency apparently always available hosting repository namely net optional jar like transitive dependency recently net spring spring jar would able testing see actually need dependency need pull repository since probably dependency tooling could remove local repository place exclude element pom run application see actually used anywhere naturally double check local repository make sure slip back thanks p new page form showing removing security initial page could go make usable presentable talk length later,1
56,56,DURACLOUD-131,update introduce update introduce storage provider currently use inconsistent performance around time process taking storage service production hopefully client need recent version code need work latest use provider need,Update EMC libraries and re-introduce to baseline update introduce storage provider currently use inconsistent performance around time process taking storage service production hopefully client need recent version code need work latest use provider need,2
57,57,DURACLOUD-132,application tool application tool process becomes increasingly involved tooling support would helpful tool read configuration security initialize three set security three,Application Initialization tool application tool process becomes increasingly involved tooling support would helpful tool read configuration security initialize three set security three,3
58,58,DURACLOUD-133,rest rest currently way initialize improvement allow call,REST-ful initialization of duradmin rest currently way initialize improvement allow call,1
59,59,DURACLOUD-134,propagate security propagate security security need,Propagate duradmin security updates to durastore & duraservice propagate security security need,1
60,60,DURACLOUD-135,handle consistent way throughout handle consistent way throughout currently many used object model first step pull bit generation code class passing back used code make easier factor handling standard method consider tool best set use consistently also standard method validation relax considered,Handle XML in a consistent way throughout the DuraCloud baseline handle consistent way throughout currently many used object model first step pull bit generation code class passing back used code make easier factor handling standard method consider tool best set use consistently also standard method validation relax considered,5
61,61,DURACLOUD-140,error space listing error space listing replicate add attached file file name space view space request fail get new file link removed unable complete request status click link everything displayed file note problem occur show couple causing failure link item disappear side note select content item view space page content loaded content list turn error content page shortly get back normal may appear user done something wrong content link,Error viewing files in DurAdmin space listing error space listing replicate add attached file file name space view space request fail get new file link removed unable complete request status click link everything displayed file note problem occur show couple causing failure link item disappear side note select content item view space page content loaded content list turn error content page shortly get back normal may appear user done something wrong content link,2
62,62,DURACLOUD-143,able embed viewer local application able embed viewer local application would like view image server wrapped portal image server would,Be able to embed J2K viewer in local hosted application able embed viewer local application would like view image server wrapped portal image server would,1
63,63,DURACLOUD-144,nan,,5
64,64,DURACLOUD-145,feature analogous except across,Duraservice: messaging feature analogous except across,4
65,65,DURACLOUD-149,clear registered clear registered improvement provide restful clearing registered cache would facilitate back sync,ServicesAdmin: Clear registered services clear registered improvement provide restful clearing registered cache would facilitate back sync,3
66,66,DURACLOUD-150,warning overwrite warning overwrite notified content item overwrite file,DurAdmin: Warning on overwrite warning overwrite notified content item overwrite file,1
67,67,DURACLOUD-152,disable unused disable unused issue disable build remove,Disable unused projects disable unused issue disable build remove,1
68,68,DURACLOUD-153,nan,,5
69,69,DURACLOUD-154,release ami release ami tracker item container included ami redirect,Release AMI release ami tracker item container included ami redirect,3
70,70,DURACLOUD-155,project version batch project version batch issue follow true project version issue enable version common bat file ala sh run sh,Project Version in batch scripts project version batch issue follow true project version issue enable version common bat file ala sh run sh,1
71,71,DURACLOUD-156,license boiler license boiler going open source need include proper,License Boiler Plates license boiler going open source need include proper,1
72,72,DURACLOUD-157,order able leverage spring across class chain class follow similar pattern well easily unit test item class comprised static use spring framework inject respective rest,Refactor: StorageProviderFactory & TaskProviderFactory order able leverage spring across class chain class follow similar pattern well easily unit test item class comprised static use spring framework inject respective rest,1
73,73,DURACLOUD-158,change sync tool default port change sync tool default port default port sync tool allow used without set port,Change Sync Tool default port change sync tool default port default port sync tool allow used without set port,1
74,74,DURACLOUD-159,provide way make use reduced redundancy storage provide way make use reduced redundancy storage reduced redundancy storage lower cost cloud storage solution add task set content space use type storage get back standard storage could potentially also add service allow directly another tracker item,Provide a way to make use of Amazon's Reduced Redundancy Storage provide way make use reduced redundancy storage reduced redundancy storage lower cost cloud storage solution add task set content space use type storage get back standard storage could potentially also add service allow directly another tracker item,2
75,75,DURACLOUD-160,create file based credential store unit create file based credential store unit replace current unit test file based method storage provider new method need able handle storage able keep local file perhaps pointed account testing able choose encrypt file working file simpler local development file allow secure storage simpler among key could may choose file bamboo order able update test without needing rebuild ami likely reuse code actually read file assuming format file also able use common handle encryption combination common io assembly easy encrypt file,Create file-based credential store for unit tests create file based credential store unit replace current unit test file based method storage provider new method need able handle storage able keep local file perhaps pointed account testing able choose encrypt file working file simpler local development file allow secure storage simpler among key could may choose pas file bamboo order able update test without needing rebuild ami likely reuse code actually read file assuming format file also able use common handle encryption combination common io assembly easy encrypt file,3
76,76,DURACLOUD-161,transition reduced redundancy storage pilot storage transition reduced redundancy storage pilot storage transition current use update use default one way would add task flag within preferred storage setting,Transition to using S3 Reduced Redundancy Storage for all pilot S3 storage transition reduced redundancy storage pilot storage transition current use update use default one way would add task flag within preferred storage setting,3
77,77,DURACLOUD-163,add element service registry store add element service registry store item add new element password get service registry store currently coming service compute service compute password,Add config element for duraservice service-registry store credentials add element service registry store item add new element password get service registry store currently coming service compute service compute password,1
78,78,DURACLOUD-164,response many open response many open release instance would respond exception tomcat log attached indicate net many open excess open socket instance may related library,500 response from durastore: Too many open files response many open release instance would respond exception tomcat log attached indicate net many open excess open socket instance may related library,3
79,79,DURACLOUD-167,error content error content getting error trying access unaffected unexpected error error content response code value response body head title apache tomcat error report title style font family sans serif color white background color font size font family sans serif color white background color font size font family sans serif color white background color font size body font family sans serif color black background color white b font family sans serif color white background color p font family sans serif background white color black font size color black name color black color style head body status bad size p b type b status report p p b message b u bad u p p b description b u request authentication bad u p size apache tomcat body error content response code value response body head title apache tomcat error report title style font family sans serif color white background color font size font family sans serif color white background color font size font family sans serif color white background color font size body font family sans serif color black background color white b font family sans serif color white background color p font family sans serif background white color black font size color black name color black color style head body status bad size p b type b status report p p b message b u bad u p p b description b u request authentication bad u p size apache tomcat body,Error retrieving content stores error content getting error trying access unaffected unexpected error error content response code value response body head title apache tomcat error report title style font family sans serif color white background color font size font family sans serif color white background color font size font family sans serif color white background color font size body font family sans serif color black background color white b font family sans serif color white background color p font family sans serif background white color black font size color black name color black color style head body status bad size p b type b status report p p b message b u bad u p p b description b u request authentication bad u p size apache tomcat body error content response code value response body head title apache tomcat error report title style font family sans serif color white background color font size font family sans serif color white background color font size font family sans serif color white background color font size body font family sans serif color black background color white b font family sans serif color white background color p font family sans serif background white color black font size color black name color black color style head body status bad size p b type b status report p p b message b u bad u p p b description b u request authentication bad u p size apache tomcat body,1
80,80,DURACLOUD-168,sync tool log working directory sync tool log working directory sync common log file current working directory possibly issue non writing relative file path c work common log log error error add content c work common log preservation due response code value response body value error add content c work common log preservation due content c work common log added space preservation either provided match storage provider content checked client chunk writer error response code value response body value error add content c work common log preservation due content c work common log added space preservation either provided match storage provider content checked client client pool thread c work common log back list another attempt made sync file jar driver jar f h p preservation u w b starting sync tool complete sync tool configuration sync host port space id preservation backup directory poll frequency file size false sync tool help following available x sync tool c sync tool configuration sync tool status l level log level level may warn error location sync tool status start time sync queue size process successful c work common log c work common log c work common log quit tail c work common log common log back list another attempt made sync file error error add content c work common log preservation due response code value response body value error add content c work common log preservation due content c work common log added space preservation either provided match storage provider content checked client chunk writer error response code value response body value error add content c work common log preservation due content c work common log added space preservation either provided match storage provider content checked client client pool thread c work common log back list another attempt made sync file,sync tool writes log files into working directory sync tool log working directory sync common log file current working directory possibly issue non writing relative file path c work common log log error error add content c work common log preservation due response code value response body value error add content c work common log preservation due content c work common log added space preservation either provided match storage provider content checked client chunk writer error response code value response body value error add content c work common log preservation due content c work common log added space preservation either provided match storage provider content checked client client pool thread c work common log back list another attempt made sync file jar driver jar f h p preservation u w b starting sync tool complete sync tool configuration sync host port space id preservation backup directory poll frequency file size false sync tool help following available x sync tool c sync tool configuration sync tool status l level log level level may warn error location sync tool status start time sync queue size process successful c work common log c work common log c work common log quit tail c work common log common log back list another attempt made sync file error error add content c work common log preservation due response code value response body value error add content c work common log preservation due content c work common log added space preservation either provided match storage provider content checked client chunk writer error response code value response body value error add content c work common log preservation due content c work common log added space preservation either provided match storage provider content checked client client pool thread c work common log back list another attempt made sync file,1
81,81,DURACLOUD-169,non interactive content transfer tool non interactive content transfer tool complement sync tool love see non interactive one content transfer tool akin either per directory per file could easily e g jar transfer jar file h p preservation u w file preservation space,non-interactive content transfer tool non interactive content transfer tool complement sync tool love see non interactive one content transfer tool akin either per directory per file could easily e g jar transfer jar file h p preservation u w file preservation space,1
82,82,DURACLOUD-174,loading loading large getting weird intermittent trying verify answer probably anyway content preservation see attached refreshing attached stack trace eventually get application error error error get space preservation due many open error error get space preservation due many open control handle web,errors loading duradmin spaces loading large getting weird intermittent trying verify answer probably anyway content preservation see attached refreshing attached stack trace eventually get application error error error get space preservation due many open error error get space preservation due many open control handle web,1
83,83,DURACLOUD-175,break new project break new project move service spin container new project test run normal clean install used,Break out OSGI tests into a new project break new project move service spin container new project test run normal clean install used,2
84,84,DURACLOUD-177,rest addition rest addition issue add two additional rest,DuraStore REST-API addition: spaceExists & contentExists rest addition issue add two additional rest,2
85,85,DURACLOUD-178,trade trade use also used,Trade out jets3t libraries under S3StorageProvider for Amazon-supported libraries trade use also used,4
86,86,DURACLOUD-179,set higher file handle set higher file handle seen instance due tomcat process running file get around listed bottom ami creation page display ami setup added need included,Set higher file handle limits in DuraCloud AMIs set higher file handle seen instance due tomcat process running file get around listed bottom ami creation page display ami setup added need included,1
87,87,DURACLOUD-180,sync tool run completion sync tool run completion add option sync tool would allow run work queue empty exit would useful would like use sync tool part job sync day one time rather sync tool run continually,Sync Tool run to completion sync tool run completion add option sync tool would allow run work queue empty exit would useful would like use sync tool part job sync day one time rather sync tool run continually,1
88,88,DURACLOUD-181,sync tool retry sync tool retry update sync tool write file backup directory add option retry would need one time retry otherwise risk loop high content file work queue file new would written file,Sync Tool retry failed transfers sync tool retry update sync tool write file backup directory add option retry would need one time retry otherwise risk loop high content file work queue file new would written file,2
89,89,DURACLOUD-182,sync tool start scratch option sync tool start scratch option add option sync tool would clear status ignore order start scratch attempt sync rather would remove need ever manually clear backup directory unless wanting remove log,Sync Tool start from scratch option sync tool start scratch option add option sync tool would clear status ignore order start scratch attempt sync rather would remove need ever manually clear backup directory unless wanting remove log,1
90,90,DURACLOUD-185,change icon something appropriate deploy service change icon something appropriate deploy service sure lock unlock used open closed really service deploy,change icon to something more appropriate on deploy/undeploy service. change icon something appropriate deploy service sure lock unlock used open closed really service deploy,1
91,91,DURACLOUD-187,nan,,1
92,92,DURACLOUD-188,nan,,1
93,93,DURACLOUD-190,nan,,1
94,94,DURACLOUD-191,update image conversion service make use elastic service update image conversion service make use elastic service order handle volume data pilot need able distribute compute work onto multiple standardized way distribution make use apache since elastic service use sense investigate initial step towards able take advantage scalable cloud already data convert tiff image conversion service task allow image conversion run via,Update the Image Conversion service to make use of Amazon's Elastic MapReduce service update image conversion service make use elastic service order handle volume data pilot need able distribute compute work onto multiple standardized way distribution make use apache since elastic service use sense investigate initial step towards able take advantage scalable cloud already data convert tiff image conversion service task allow image conversion run via,16
95,95,DURACLOUD-192,full streaming content full streaming content improvement expose full streaming host server content via service various stream provide ability paste testing,Full URL of streaming content full streaming content improvement expose full streaming host server content via service various stream provide ability paste testing,1
96,96,DURACLOUD-193,away progress fail away progress fail quick fix provide warning user better solution probably make dashboard driven page making various,Navigating away from an upload in progress causes the upload to fail. away progress fail quick fix provide warning user better solution probably make dashboard driven page making various,1
97,97,DURACLOUD-195,little messy close button stuff see bottom scroll bar little messy close button stuff see bottom scroll bar little messy close button stuff see bottom scroll bar,"The uploads dialog gets a little messy when you have >4 files that have been uploaded (close button sits over other stuff, can't see the bottom of the scroll bar, etc) little messy close button stuff see bottom scroll bar little messy close button stuff see bottom scroll bar",1
98,98,DURACLOUD-196,mark image space closed viewer available open mark image space closed viewer available open would really useful notice box image space closed viewer available open service,"Mark  image files when the space is closed, indicating that the JP2 viewer is only available for open spaces mark image space closed viewer available open would really useful notice box image space closed viewer available open service",1
99,99,DURACLOUD-197,make available explicit make available explicit tab click deploy new service view list available currently running would nice information somehow immediate service page immediately apparent could run,Make available services more explicit. make available explicit tab click deploy new service view list available currently running would nice information somehow immediate service page immediately apparent could run,1
100,100,DURACLOUD-198,add content item button available prior space add content item button available prior space add content item button tab selected without choosing space add content box interact usual click add button nothing add content item button likely space selected,DurAdmin: Add Content Item button is available prior to selecting a space add content item button available prior space add content item button tab selected without choosing space add content box interact usual click add button nothing add content item button likely space selected,1
101,101,DURACLOUD-200,new azure new azure feature create implementation ala azure storage offering research azure,New StorageProvider: MS-Azure new azure feature create implementation ala azure storage offering research azure,13
102,102,DURACLOUD-202,server health status server health status top level feature span dashboard status exactly functionality feature need investigation may include usage storage consumption storage space storage provider cost see following page display dashboard,Server Health and Status Monitoring server health status top level feature span dashboard status exactly functionality feature need investigation may include usage storage consumption storage space storage provider cost see following page display dashboard,13
103,103,DURACLOUD-204,persisting user persisting user improvement persist system user enable used across new instance,Persisting User Passwords persisting user improvement persist system user enable used across new instance,1
104,104,DURACLOUD-207,service configuration exclusion service configuration exclusion task update service support notion exclusion deployment configuration dynamically display appropriate input based initial made user see,Service configuration: Exclusion groups service configuration exclusion task update service support notion exclusion deployment configuration dynamically display appropriate input based initial made user see,2
105,105,DURACLOUD-208,nan,,1
106,106,DURACLOUD-209,nan,,1
107,107,DURACLOUD-214,nan,,1
108,108,DURACLOUD-215,service exclusion service exclusion support,Service Exclusion Groups - UI Modifications service exclusion support,1
109,109,DURACLOUD-217,chrome ie behavior chrome ie behavior wed wrote really weird chrome tomcat error ie work use wed wrote hey logged password submit got page user true true true true password new password however whenever navigate home page get response tomcat long stack trace send helpful cut n paste different browser get login screen try authenticate,Chrome & IE mis-behavior chrome ie behavior wed wrote really weird chrome tomcat error ie work use wed wrote hey logged password submit got page user true true true true password new password however whenever navigate home page get response tomcat long stack trace send helpful cut n paste different browser get login screen try authenticate,1
110,110,DURACLOUD-218,nan,,1
111,111,DURACLOUD-219,nan,,1
112,112,DURACLOUD-220,service report dashboard service report dashboard task create dashboard service information running need displayed rest available service report information need able display information likely option display,Service Report Dashboard service report dashboard task create dashboard service information running need displayed rest available service report information need able display information likely option display,5
113,113,DURACLOUD-221,nan,,1
114,114,DURACLOUD-222,service configuration schema update service configuration schema update improvement update service define current sequence well another sequence,Service configuration: schema update for nested modes service configuration schema update improvement update service define current sequence well another sequence,1
115,115,DURACLOUD-223,service report utility service report utility feature support providing service summary defined either coming state success failure case stay running e g image server coming state service collected soon service single file single report file start fresh monthly basis,Service Report: backend utility for completed services service report utility feature support providing service summary defined either coming state success failure case stay running e g image server coming state service collected soon service single file single report file start fresh monthly basis,5
116,116,DURACLOUD-224,enter key properly submit content detail edit enter key properly submit content detail edit mime type content item edit content item enter key submit save value input user main view space selected save button work fine enter key perform function save,DurAdmin - enter key does not properly submit content detail edit enter key properly submit content detail edit mime type content item edit content item enter key submit save value input user main view space selected save button work fine enter key perform function save,1
117,117,DURACLOUD-225,next previous button content list displayed even necessary next previous button content list displayed even necessary recently added next previous button allow cycling large content seem show even content space button available content displayed scroll window,DurAdmin - next and previous buttons for content list are displayed even when not necessary next previous button content list displayed even necessary recently added next previous button allow cycling large content seem show even content space button available content displayed scroll window,1
118,118,DURACLOUD-226,login button login screen respond enter key chrome login button login screen respond enter key chrome chrome browser log via login button triggered enter key login button work fine ie button enter key work fine,"DurAdmin - ""Login"" button on login screen does not respond to Enter key on Chrome login button login screen respond enter key chrome chrome browser log via login button triggered enter key login button work fine ie button enter key work fine",1
